token	corpus size	all contexts size	frequency	co-frequency	specificity
신설된	29603	12835	11	11	3.99
및	29603	12835	181	102	3.91
실태	29603	12835	14	13	3.82
사후관리	29603	12835	14	13	3.82
주우진	29603	12835	17	15	3.81
자립지원전담기관의	29603	12835	10	10	3.63
아동양육시설	29603	12835	10	10	3.63
공동생활가정	29603	12835	10	10	3.63
홈페이지	29603	12835	10	10	3.63
의제로	29603	12835	10	10	3.63
자립욕구	29603	12835	10	10	3.63
반기별	29603	12835	10	10	3.63
정기적으로	29603	12835	10	10	3.63
개최해	29603	12835	10	10	3.63
아동에게	29603	12835	10	10	3.63
5	29603	12835	90	55	3.55
자립을	29603	12835	29	22	3.52
연계	29603	12835	13	12	3.49
생활을	29603	12835	21	17	3.38
사회적응과	29603	12835	9	9	3.27
지원근거	29603	12835	9	9	3.27
sns	29603	12835	9	9	3.27
행정데이터를	29603	12835	9	9	3.27
종료된	29603	12835	9	9	3.27
보호유형에	29603	12835	9	9	3.27
고등부	29603	12835	9	9	3.27
이내의	29603	12835	9	9	3.27
청년에게	29603	12835	9	9	3.27
맞습니다	29603	12835	9	9	3.27
마을	29603	12835	23	18	3.24
대상으로	29603	12835	30	22	3.19
최근	29603	12835	15	13	3.19
시범사업	29603	12835	12	11	3.16
자립수당	29603	12835	12	11	3.16
정책을	29603	12835	12	11	3.16
아동복지법	29603	12835	20	16	3.11
각종	29603	12835	20	16	3.11
후	29603	12835	43	29	3.09
연락두절	29603	12835	17	14	2.99
위해서는	29603	12835	22	17	2.99
말했다	29603	12835	40	27	2.93
지원을	29603	12835	40	27	2.93
준비	29603	12835	8	8	2.90
멘티	29603	12835	8	8	2.90
자립실현	29603	12835	8	8	2.90
보호종료된	29603	12835	8	8	2.90
보호아동	29603	12835	8	8	2.90
관계적	29603	12835	8	8	2.90
못하는	29603	12835	8	8	2.90
대구시는	29603	12835	8	8	2.90
사는	29603	12835	8	8	2.90
등은	29603	12835	8	8	2.90
회의는	29603	12835	8	8	2.90
자립정책	29603	12835	8	8	2.90
수행기관의	29603	12835	8	8	2.90
발표를	29603	12835	8	8	2.90
현	29603	12835	8	8	2.90
주소를	29603	12835	8	8	2.90
발굴할	29603	12835	8	8	2.90
현안	29603	12835	8	8	2.90
사항을	29603	12835	8	8	2.90
논의할	29603	12835	8	8	2.90
김훈	29603	12835	8	8	2.90
복지국장은	29603	12835	8	8	2.90
발표한	29603	12835	8	8	2.90
출신	29603	12835	8	8	2.90
당사자들이	29603	12835	8	8	2.90
사각지대	29603	12835	8	8	2.90
시도에	29603	12835	8	8	2.90
차지했다	29603	12835	8	8	2.90
필요한	29603	12835	31	22	2.90
가정	29603	12835	14	12	2.89
지속가능한	29603	12835	11	10	2.84
현황	29603	12835	11	10	2.84
파악하고	29603	12835	11	10	2.84
그룹	29603	12835	11	10	2.84
2299	29603	12835	11	10	2.84
역량	29603	12835	16	13	2.71
네	29603	12835	16	13	2.71
다른	29603	12835	23	17	2.65
것이	29603	12835	34	23	2.61
목적	29603	12835	13	11	2.59
여성	29603	12835	13	11	2.59
체계적인	29603	12835	13	11	2.59
대한	29603	12835	75	44	2.57
사회적	29603	12835	38	25	2.55
실현하는	29603	12835	7	7	2.54
보호대상아동	29603	12835	7	7	2.54
조의	29603	12835	7	7	2.54
후에도	29603	12835	7	7	2.54
자조모임	29603	12835	7	7	2.54
사립고	29603	12835	7	7	2.54
멘토	29603	12835	7	7	2.54
설립한	29603	12835	7	7	2.54
협회로	29603	12835	7	7	2.54
함께하는	29603	12835	7	7	2.54
단체이다	29603	12835	7	7	2.54
완전한	29603	12835	7	7	2.54
자립지원계획	29603	12835	7	7	2.54
예정	29603	12835	7	7	2.54
일생생활과	29603	12835	7	7	2.54
접목하여	29603	12835	7	7	2.54
자격증	29603	12835	7	7	2.54
수당의	29603	12835	7	7	2.54
금액과	29603	12835	7	7	2.54
김영심	29603	12835	7	7	2.54
에서도	29603	12835	7	7	2.54
두절인	29603	12835	7	7	2.54
라고	29603	12835	27	19	2.53
안정적인	29603	12835	10	9	2.51
38	29603	12835	10	9	2.51
의료비	29603	12835	10	9	2.51
탈시설	29603	12835	10	9	2.51
장애인들이	29603	12835	10	9	2.51
지원이	29603	12835	20	15	2.49
회장은	29603	12835	20	15	2.49
연	29603	12835	20	15	2.49
통해	29603	12835	92	52	2.47
본인의	29603	12835	15	12	2.44
발굴을	29603	12835	15	12	2.44
관련	29603	12835	22	16	2.42
자원의	29603	12835	22	16	2.42
이를	29603	12835	35	23	2.39
삼아	29603	12835	12	10	2.30
35	29603	12835	12	10	2.30
시설에서	29603	12835	12	10	2.30
윤도현	29603	12835	12	10	2.30
연락	29603	12835	12	10	2.30
정책	29603	12835	19	14	2.25
어떤	29603	12835	19	14	2.25
동맹	29603	12835	9	8	2.20
증빙	29603	12835	9	8	2.20
진행하는	29603	12835	9	8	2.20
1395	29603	12835	9	8	2.20
지원에	29603	12835	21	15	2.19
과	29603	12835	21	15	2.19
975	29603	12835	6	6	2.18
실증도시	29603	12835	6	6	2.18
보장을	29603	12835	6	6	2.18
자립지원계획의	29603	12835	6	6	2.18
지원대상	29603	12835	6	6	2.18
수당	29603	12835	6	6	2.18
이슬기	29603	12835	6	6	2.18
구축과	29603	12835	6	6	2.18
공	29603	12835	6	6	2.18
실효적인	29603	12835	6	6	2.18
추진을	29603	12835	6	6	2.18
구축했다	29603	12835	6	6	2.18
경기복지재단	29603	12835	6	6	2.18
경기주택도시공사	29603	12835	6	6	2.18
부족했다	29603	12835	6	6	2.18
기관별로	29603	12835	6	6	2.18
보유하고	29603	12835	6	6	2.18
협업방향에	29603	12835	6	6	2.18
다각적인	29603	12835	6	6	2.18
교환이	29603	12835	6	6	2.18
기관별	29603	12835	6	6	2.18
시책과	29603	12835	6	6	2.18
상호	29603	12835	6	6	2.18
필요사항을	29603	12835	6	6	2.18
공유해	29603	12835	6	6	2.18
인터뷰를	29603	12835	6	6	2.18
들어봤다	29603	12835	6	6	2.18
소개를	29603	12835	6	6	2.18
담겨있다	29603	12835	6	6	2.18
자립준비청년협회는	29603	12835	6	6	2.18
자립지원청년	29603	12835	6	6	2.18
자립준비청년이었던	29603	12835	6	6	2.18
늘었다	29603	12835	6	6	2.18
자립률	29603	12835	6	6	2.18
자립도	29603	12835	6	6	2.18
자립지원계획을	29603	12835	6	6	2.18
질적인	29603	12835	6	6	2.18
수준평가	29603	12835	6	6	2.18
생활의	29603	12835	6	6	2.18
당사자의	29603	12835	6	6	2.18
청소년자립지원법	29603	12835	6	6	2.18
중요하게	29603	12835	6	6	2.18
생각한	29603	12835	6	6	2.18
보완	29603	12835	6	6	2.18
조언을	29603	12835	6	6	2.18
다루지	29603	12835	6	6	2.18
당사자인	29603	12835	6	6	2.18
중요하다고	29603	12835	6	6	2.18
개념을	29603	12835	6	6	2.18
국회입법조사처가	29603	12835	6	6	2.18
전담기관	29603	12835	6	6	2.18
보고서에	29603	12835	6	6	2.18
대상자는	29603	12835	6	6	2.18
의미한다	29603	12835	6	6	2.18
청년을	29603	12835	14	11	2.17
체계	29603	12835	14	11	2.17
년에	29603	12835	14	11	2.17
보호가	29603	12835	14	11	2.17
주요	29603	12835	27	18	2.08
자립지원을	29603	12835	11	9	2.02
만드는	29603	12835	11	9	2.02
지원한다	29603	12835	11	9	2.02
명으로	29603	12835	11	9	2.02
교수는	29603	12835	11	9	2.02
예	29603	12835	11	9	2.02
500	29603	12835	22	15	1.94
위한	29603	12835	104	55	1.93
1	29603	12835	130	67	1.92
맞춤형	29603	12835	13	10	1.91
더욱	29603	12835	13	10	1.91
주는	29603	12835	13	10	1.91
28	29603	12835	13	10	1.91
지난	29603	12835	54	31	1.89
보호연장아동	29603	12835	8	7	1.88
명은	29603	12835	8	7	1.88
제대로	29603	12835	8	7	1.88
보육	29603	12835	8	7	1.88
제공하는	29603	12835	8	7	1.88
자기	29603	12835	8	7	1.88
이후	29603	12835	42	25	1.87
형	29603	12835	15	11	1.85
신재생에너지	29603	12835	15	11	1.85
wfm	29603	12835	15	11	1.85
지원하는	29603	12835	15	11	1.85
제도가	29603	12835	15	11	1.85
지원의	29603	12835	5	5	1.81
적극적인	29603	12835	5	5	1.81
업무의	29603	12835	5	5	1.81
보호종료일	29603	12835	5	5	1.81
도에서	29603	12835	5	5	1.81
정착금	29603	12835	5	5	1.81
한국여성재단	29603	12835	5	5	1.81
커뮤니티	29603	12835	5	5	1.81
나이	29603	12835	5	5	1.81
주택을	29603	12835	5	5	1.81
머문다	29603	12835	5	5	1.81
지원계획	29603	12835	5	5	1.81
내용의	29603	12835	5	5	1.81
자기주도학습전형	29603	12835	5	5	1.81
올해부터	29603	12835	5	5	1.81
자사고	29603	12835	5	5	1.81
입시에서도	29603	12835	5	5	1.81
성적과	29603	12835	5	5	1.81
있을까	29603	12835	5	5	1.81
업로드하곤	29603	12835	5	5	1.81
했는데	29603	12835	5	5	1.81
수당이	29603	12835	5	5	1.81
부여해	29603	12835	5	5	1.81
서비스나	29603	12835	5	5	1.81
담당자	29603	12835	5	5	1.81
명씩	29603	12835	5	5	1.81
불가	29603	12835	5	5	1.81
연락두절과	29603	12835	5	5	1.81
격차	29603	12835	5	5	1.81
해소방안	29603	12835	5	5	1.81
활용하여	29603	12835	5	5	1.81
자립기술평가를	29603	12835	5	5	1.81
자립기술도	29603	12835	5	5	1.81
자립지원서비스	29603	12835	5	5	1.81
영역별	29603	12835	5	5	1.81
전체아동	29603	12835	5	5	1.81
영아제외	29603	12835	5	5	1.81
탈시설과	29603	12835	5	5	1.81
말하는	29603	12835	5	5	1.81
정보	29603	12835	5	5	1.81
입법	29603	12835	5	5	1.81
뽑힌	29603	12835	5	5	1.81
자립준비청년에게	29603	12835	5	5	1.81
지원하도록	29603	12835	5	5	1.81
긍정적으로	29603	12835	5	5	1.81
초록우산어린이재단	29603	12835	5	5	1.81
결연	29603	12835	5	5	1.81
프로젝트를	29603	12835	5	5	1.81
제안하기도	29603	12835	5	5	1.81
떠나	29603	12835	5	5	1.81
자립하는	29603	12835	5	5	1.81
운영실태와	29603	12835	5	5	1.81
개선과제	29603	12835	5	5	1.81
소개해	29603	12835	5	5	1.81
지역사회로	29603	12835	5	5	1.81
대해서	29603	12835	5	5	1.81
왔습니다	29603	12835	5	5	1.81
기준으로	29603	12835	10	8	1.74
만원의	29603	12835	10	8	1.74
안전한	29603	12835	10	8	1.74
주	29603	12835	10	8	1.74
인센티브	29603	12835	10	8	1.74
마을의	29603	12835	10	8	1.74
마련	29603	12835	10	8	1.74
기간이	29603	12835	10	8	1.74
닿지	29603	12835	10	8	1.74
중	29603	12835	21	14	1.74
청소년	29603	12835	21	14	1.74
하지만	29603	12835	21	14	1.74
8	29603	12835	27	17	1.71
된	29603	12835	12	9	1.66
자립	29603	12835	502	228	1.63
사업은	29603	12835	14	10	1.62
진행됐다	29603	12835	14	10	1.62
진정한	29603	12835	14	10	1.62
기준	29603	12835	16	11	1.59
계획	29603	12835	16	11	1.59
자동차	29603	12835	7	6	1.58
해	29603	12835	7	6	1.58
퇴소한	29603	12835	7	6	1.58
공제	29603	12835	7	6	1.58
구성	29603	12835	7	6	1.58
이뤄졌다	29603	12835	7	6	1.58
협회	29603	12835	7	6	1.58
정보들이	29603	12835	7	6	1.58
월에는	29603	12835	7	6	1.58
자립면담을	29603	12835	7	6	1.58
공적	29603	12835	7	6	1.58
활동하는	29603	12835	7	6	1.58
않는다는	29603	12835	7	6	1.58
것은	29603	12835	30	18	1.56
자립생활	29603	12835	20	13	1.56
가장	29603	12835	20	13	1.56
사이	29603	12835	9	7	1.48
삶의	29603	12835	9	7	1.48
퇴소	29603	12835	9	7	1.48
많다	29603	12835	9	7	1.48
역시	29603	12835	9	7	1.48
도는	29603	12835	9	7	1.48
중등부	29603	12835	9	7	1.48
자립준비청년을	29603	12835	9	7	1.48
사람은	29603	12835	9	7	1.48
신도시	29603	12835	4	4	1.45
이동권	29603	12835	4	4	1.45
시점에	29603	12835	4	4	1.45
멘토로	29603	12835	4	4	1.45
준비청년의	29603	12835	4	4	1.45
위탁가정에서	29603	12835	4	4	1.45
바람개비서포터즈	29603	12835	4	4	1.45
활동비	29603	12835	4	4	1.45
바람개비서포터즈는	29603	12835	4	4	1.45
체제의	29603	12835	4	4	1.45
근간을	29603	12835	4	4	1.45
유지하면서	29603	12835	4	4	1.45
갖는	29603	12835	4	4	1.45
세미나실에서	29603	12835	4	4	1.45
꿈과	29603	12835	4	4	1.45
희망을	29603	12835	4	4	1.45
나의	29603	12835	4	4	1.45
들어볼래	29603	12835	4	4	1.45
각기	29603	12835	4	4	1.45
공통된	29603	12835	4	4	1.45
주제를	29603	12835	4	4	1.45
자립준비청년에	29603	12835	4	4	1.45
공간이	29603	12835	4	4	1.45
살아보겠다는	29603	12835	4	4	1.45
세우고	29603	12835	4	4	1.45
신청했다	29603	12835	4	4	1.45
추가적인	29603	12835	4	4	1.45
청소년에게	29603	12835	4	4	1.45
주거안정을	29603	12835	4	4	1.45
나이가	29603	12835	4	4	1.45
지원관을	29603	12835	4	4	1.45
제한되는	29603	12835	4	4	1.45
신청했지만	29603	12835	4	4	1.45
반려당했다	29603	12835	4	4	1.45
장애인복지시설이	29603	12835	4	4	1.45
2012	29603	12835	4	4	1.45
조례를	29603	12835	4	4	1.45
만들어	29603	12835	4	4	1.45
탓에	29603	12835	4	4	1.45
꿈을	29603	12835	4	4	1.45
어렵다고	29603	12835	4	4	1.45
합병을	29603	12835	4	4	1.45
장애인자립지원협의체	29603	12835	4	4	1.45
자립기반	29603	12835	4	4	1.45
그쳐	29603	12835	4	4	1.45
자립생활에	29603	12835	4	4	1.45
바	29603	12835	4	4	1.45
자립형사립고	29603	12835	4	4	1.45
자율형사립고	29603	12835	4	4	1.45
자율고	29603	12835	4	4	1.45
준비청년들이	29603	12835	4	4	1.45
보호종료아동	29603	12835	4	4	1.45
준비청년협회	29603	12835	4	4	1.45
회장과의	29603	12835	4	4	1.45
자립준비청년들의	29603	12835	4	4	1.45
메신저를	29603	12835	4	4	1.45
현행	29603	12835	4	4	1.45
발전소를	29603	12835	4	4	1.45
자율인증제는	29603	12835	4	4	1.45
준비청년을	29603	12835	4	4	1.45
내용	29603	12835	4	4	1.45
282	29603	12835	4	4	1.45
행정데이터	29603	12835	4	4	1.45
사회복지시설정보시스템	29603	12835	4	4	1.45
행복	29603	12835	4	4	1.45
음	29603	12835	4	4	1.45
자료	29603	12835	4	4	1.45
자립지원업무	29603	12835	4	4	1.45
초점집단인터뷰	29603	12835	4	4	1.45
fgi	29603	12835	4	4	1.45
현상	29603	12835	4	4	1.45
차이	29603	12835	4	4	1.45
연락두절된	29603	12835	4	4	1.45
생활실태	29603	12835	4	4	1.45
실태파악	29603	12835	4	4	1.45
자립지도	29603	12835	4	4	1.45
직업선택을	29603	12835	4	4	1.45
취득을	29603	12835	4	4	1.45
생활용품	29603	12835	4	4	1.45
구비를	29603	12835	4	4	1.45
부담감소	29603	12835	4	4	1.45
드림	29603	12835	4	4	1.45
격려식	29603	12835	4	4	1.45
사람들을	29603	12835	4	4	1.45
나와서	29603	12835	4	4	1.45
어떠한	29603	12835	4	4	1.45
반대로	29603	12835	4	4	1.45
전제가	29603	12835	4	4	1.45
되어야지만	29603	12835	4	4	1.45
맥락에서	29603	12835	4	4	1.45
사실	29603	12835	4	4	1.45
개인적	29603	12835	4	4	1.45
통해서	29603	12835	4	4	1.45
종료되기	29603	12835	4	4	1.45
체계적이고	29603	12835	4	4	1.45
대안	29603	12835	4	4	1.45
마련의	29603	12835	4	4	1.45
제기되는	29603	12835	4	4	1.45
시점에서	29603	12835	4	4	1.45
대학신문	29603	12835	4	4	1.45
확대된	29603	12835	4	4	1.45
사실이나	29603	12835	4	4	1.45
원가량의	29603	12835	4	4	1.45
영위하기	29603	12835	4	4	1.45
어렵기에	29603	12835	4	4	1.45
인생	29603	12835	4	4	1.45
상황으로	29603	12835	4	4	1.45
보건복지부는	29603	12835	4	4	1.45
안으로	29603	12835	4	4	1.45
신설하겠다고	29603	12835	4	4	1.45
필수적임을	29603	12835	4	4	1.45
자립지원전담기관이	29603	12835	4	4	1.45
청소년자립지원법에	29603	12835	4	4	1.45
포함시키고자	29603	12835	4	4	1.45
중이라	29603	12835	4	4	1.45
제공한다는	29603	12835	4	4	1.45
자립활동가이자	29603	12835	4	4	1.45
경험하는	29603	12835	4	4	1.45
인력과의	29603	12835	4	4	1.45
라포	29603	12835	4	4	1.45
형성도	29603	12835	4	4	1.45
시점까지	29603	12835	4	4	1.45
일대일	29603	12835	4	4	1.45
아동이	29603	12835	4	4	1.45
당사자임을	29603	12835	4	4	1.45
부끄러워하지	29603	12835	4	4	1.45
청년농업인	29603	12835	4	4	1.45
지원인력도	29603	12835	4	4	1.45
확충	29603	12835	4	4	1.45
되면서	29603	12835	4	4	1.45
보호시설을	29603	12835	4	4	1.45
전담기관은	29603	12835	4	4	1.45
농촌진흥청	29603	12835	4	4	1.45
그러면	29603	12835	4	4	1.45
주신	29603	12835	4	4	1.45
대목에서	29603	12835	4	4	1.45
아	29603	12835	4	4	1.45
단순한	29603	12835	11	8	1.43
lss	29603	12835	11	8	1.43
실질적인	29603	12835	11	8	1.43
아동의	29603	12835	11	8	1.43
진행	29603	12835	11	8	1.43
사례	29603	12835	11	8	1.43
것을	29603	12835	11	8	1.43
만원	29603	12835	27	16	1.41
가운데	29603	12835	27	16	1.41
으로	29603	12835	13	9	1.40
따른	29603	12835	13	9	1.40
대상자	29603	12835	13	9	1.40
성인	29603	12835	15	10	1.39
장애인이	29603	12835	21	13	1.38
간	29603	12835	19	12	1.38
올해	29603	12835	19	12	1.38
만들기	29603	12835	6	5	1.28
연속하여	29603	12835	6	5	1.28
보호받은	29603	12835	6	5	1.28
쉼터	29603	12835	6	5	1.28
활동가는	29603	12835	6	5	1.28
장애인거주시설	29603	12835	6	5	1.28
지원이나	29603	12835	6	5	1.28
앞둔	29603	12835	6	5	1.28
인증시험	29603	12835	6	5	1.28
지필고사	29603	12835	6	5	1.28
자율형	29603	12835	6	5	1.28
목소리를	29603	12835	6	5	1.28
우선지원	29603	12835	6	5	1.28
노력할	29603	12835	6	5	1.28
일상에서	29603	12835	6	5	1.28
2016	29603	12835	6	5	1.28
맞춤	29603	12835	6	5	1.28
과제로	29603	12835	6	5	1.28
당사자가	29603	12835	6	5	1.28
담당자와	29603	12835	6	5	1.28
연락이	29603	12835	6	5	1.28
장애인들의	29603	12835	6	5	1.28
계획이다	29603	12835	24	14	1.26
아니라	29603	12835	24	14	1.26
을	29603	12835	87	42	1.25
예정이다	29603	12835	22	13	1.24
문제	29603	12835	8	6	1.22
gh	29603	12835	8	6	1.22
중점	29603	12835	8	6	1.22
인력을	29603	12835	8	6	1.22
현실	29603	12835	8	6	1.22
이성남	29603	12835	8	6	1.22
나왔다	29603	12835	8	6	1.22
지원은	29603	12835	18	11	1.22
삶을	29603	12835	18	11	1.22
17	29603	12835	18	11	1.22
최초의	29603	12835	16	10	1.21
진행했다	29603	12835	10	7	1.20
파악한	29603	12835	10	7	1.20
지난달	29603	12835	10	7	1.20
설명했다	29603	12835	10	7	1.20
주거	29603	12835	14	9	1.20
19	29603	12835	12	8	1.20
아닌	29603	12835	29	16	1.18
있습니다	29603	12835	29	16	1.18
20	29603	12835	36	19	1.16
2	29603	12835	107	47	1.11
평가	29603	12835	21	12	1.11
위해	29603	12835	80	37	1.11
년간	29603	12835	30	16	1.10
30	29603	12835	30	16	1.10
에	29603	12835	63	30	1.10
조성해	29603	12835	3	3	1.09
심의	29603	12835	3	3	1.09
증액된	29603	12835	3	3	1.09
조치는	29603	12835	3	3	1.09
시설형	29603	12835	3	3	1.09
거주는	29603	12835	3	3	1.09
유지하고	29603	12835	3	3	1.09
리듬을	29603	12835	3	3	1.09
가고	29603	12835	3	3	1.09
줄이고	29603	12835	3	3	1.09
실현하기	29603	12835	3	3	1.09
통합적	29603	12835	3	3	1.09
모델로	29603	12835	3	3	1.09
률	29603	12835	3	3	1.09
창작자이자	29603	12835	3	3	1.09
수혜자가	29603	12835	3	3	1.09
그외로	29603	12835	3	3	1.09
표	29603	12835	3	3	1.09
소득의	29603	12835	3	3	1.09
지지체계	29603	12835	3	3	1.09
멘토링을	29603	12835	3	3	1.09
심리상담	29603	12835	3	3	1.09
전국민	29603	12835	3	3	1.09
마음투자	29603	12835	3	3	1.09
본인부담금	29603	12835	3	3	1.09
제외	29603	12835	3	3	1.09
건강보험	29603	12835	3	3	1.09
가입	29603	12835	3	3	1.09
필수적이라고	29603	12835	3	3	1.09
가는	29603	12835	3	3	1.09
il	29603	12835	3	3	1.09
센터	29603	12835	3	3	1.09
27	29603	12835	3	3	1.09
천안축구센터	29603	12835	3	3	1.09
자립멘토들의	29603	12835	3	3	1.09
자립지원네트워크	29603	12835	3	3	1.09
시즌	29603	12835	3	3	1.09
가지고	29603	12835	3	3	1.09
소통하며	29603	12835	3	3	1.09
정보를	29603	12835	3	3	1.09
잘하고	29603	12835	3	3	1.09
싶어졌다	29603	12835	3	3	1.09
강점은	29603	12835	3	3	1.09
마포구	29603	12835	3	3	1.09
진저티프로젝트가	29603	12835	3	3	1.09
협력기관으로	29603	12835	3	3	1.09
함께한다	29603	12835	3	3	1.09
커뮤니티가	29603	12835	3	3	1.09
교차적	29603	12835	3	3	1.09
어려움에	29603	12835	3	3	1.09
특화된	29603	12835	3	3	1.09
이전까지	29603	12835	3	3	1.09
존재하지	29603	12835	3	3	1.09
찾아가는	29603	12835	3	3	1.09
무인카페	29603	12835	3	3	1.09
전전하다	29603	12835	3	3	1.09
홀로	29603	12835	3	3	1.09
지원관	29603	12835	3	3	1.09
뜻을	29603	12835	3	3	1.09
이루지	29603	12835	3	3	1.09
대상은	29603	12835	3	3	1.09
대구시에	29603	12835	3	3	1.09
노숙인복지시설에	29603	12835	3	3	1.09
이유였다	29603	12835	3	3	1.09
장애인자립생활주택	29603	12835	3	3	1.09
지원하는데	29603	12835	3	3	1.09
장애인으로만	29603	12835	3	3	1.09
한정했다	29603	12835	3	3	1.09
김씨는	29603	12835	3	3	1.09
장소	29603	12835	3	3	1.09
놓친	29603	12835	3	3	1.09
규모화를	29603	12835	3	3	1.09
선정하고	29603	12835	3	3	1.09
경영진단	29603	12835	3	3	1.09
판단되는	29603	12835	3	3	1.09
농축협에	29603	12835	3	3	1.09
권고하기로	29603	12835	3	3	1.09
문제란	29603	12835	3	3	1.09
무엇이고	29603	12835	3	3	1.09
식의	29603	12835	3	3	1.09
자립준비청년들이	29603	12835	3	3	1.09
사회와	29603	12835	3	3	1.09
보호종료아동의	29603	12835	3	3	1.09
출처	29603	12835	3	3	1.09
복지로	29603	12835	3	3	1.09
확대되고	29603	12835	3	3	1.09
보완하는	29603	12835	3	3	1.09
개정안	29603	12835	3	3	1.09
정무부지사는	29603	12835	3	3	1.09
생명과	29603	12835	3	3	1.09
마을로	29603	12835	3	3	1.09
방법	29603	12835	3	3	1.09
주택지원사업을	29603	12835	3	3	1.09
조성된	29603	12835	3	3	1.09
받도록	29603	12835	3	3	1.09
마을단위	29603	12835	3	3	1.09
고도화를	29603	12835	3	3	1.09
진행할	29603	12835	3	3	1.09
조원진기자	29603	12835	3	3	1.09
bscity	29603	12835	3	3	1.09
sedaily	29603	12835	3	3	1.09
지원제도에서	29603	12835	3	3	1.09
배제될	29603	12835	3	3	1.09
확률이	29603	12835	3	3	1.09
높으며	29603	12835	3	3	1.09
조사방식이	29603	12835	3	3	1.09
정보연계를	29603	12835	3	3	1.09
이용여부를	29603	12835	3	3	1.09
유형화하여	29603	12835	3	3	1.09
마련하고	29603	12835	3	3	1.09
해소방안을	29603	12835	3	3	1.09
모색하고자	29603	12835	3	3	1.09
2017	29603	12835	3	3	1.09
자립기간이	29603	12835	3	3	1.09
길어질수록	29603	12835	3	3	1.09
년차부터	29603	12835	3	3	1.09
전달체계	29603	12835	3	3	1.09
교장직무대행	29603	12835	3	3	1.09
교감	29603	12835	3	3	1.09
요람인	29603	12835	3	3	1.09
준공식을	29603	12835	3	3	1.09
교육과학기술부와	29603	12835	3	3	1.09
경상남도교육청	29603	12835	3	3	1.09
천만원과	29603	12835	3	3	1.09
대응투자비	29603	12835	3	3	1.09
고성군	29603	12835	3	3	1.09
성장동력	29603	12835	3	3	1.09
7000	29603	12835	3	3	1.09
자립지원표준화프로그램	29603	12835	3	3	1.09
기록	29603	12835	3	3	1.09
취득지원	29603	12835	3	3	1.09
자립아동	29603	12835	3	3	1.09
자립물품구입	29603	12835	3	3	1.09
새	29603	12835	3	3	1.09
격려하고	29603	12835	3	3	1.09
지지하는	29603	12835	3	3	1.09
자리마련	29603	12835	3	3	1.09
정기적인	29603	12835	3	3	1.09
병행	29603	12835	3	3	1.09
자원	29603	12835	3	3	1.09
해도	29603	12835	3	3	1.09
6120	29603	12835	3	3	1.09
현실과	29603	12835	3	3	1.09
환상	29603	12835	3	3	1.09
유럽이	29603	12835	3	3	1.09
진정으로	29603	12835	3	3	1.09
달성할	29603	12835	3	3	1.09
있을지를	29603	12835	3	3	1.09
전문가들의	29603	12835	3	3	1.09
회의적이다	29603	12835	3	3	1.09
유럽정책분석센터	29603	12835	3	3	1.09
cepa	29603	12835	3	3	1.09
이렇게	29603	12835	3	3	1.09
관심이	29603	12835	3	3	1.09
04	29603	12835	3	3	1.09
근기	29603	12835	3	3	1.09
나	29603	12835	3	3	1.09
산다	29603	12835	3	3	1.09
얼굴	29603	12835	3	3	1.09
여기에서	29603	12835	3	3	1.09
의존을	29603	12835	3	3	1.09
방식이	29603	12835	3	3	1.09
정부에서	29603	12835	3	3	1.09
홀로서는	29603	12835	3	3	1.09
과제일	29603	12835	3	3	1.09
