token	corpus size	all contexts size	frequency	co-frequency	specificity
마을’	2598	1545	2	2	0.45
자율인증’을	2598	1545	2	2	0.45
자율인증제는	2598	1545	2	2	0.45
높이기	2598	1545	2	2	0.45
자립률을	2598	1545	2	2	0.45
에너지자립	2598	1545	2	2	0.45
자율인증제도’란	2598	1545	2	2	0.45
기존에	2598	1545	2	2	0.45
에너지자립마을도	2598	1545	2	2	0.45
복지제도	2598	1545	2	2	0.45
아이디어	2598	1545	2	2	0.45
신기술	2598	1545	2	2	0.45
공모	2598	1545	2	2	0.45
공모사업으로	2598	1545	2	2	0.45
현실로	2598	1545	2	2	0.45
자립기반구축사업	2598	1545	2	2	0.45
자립기반구축사업’	2598	1545	2	2	0.45
대상자를	2598	1545	2	2	0.45
자강	2598	1545	2	2	0.45
自律	2598	1545	2	2	0.45
自立	2598	1545	2	2	0.45
自强	2598	1545	2	2	0.45
중심의	2598	1545	2	2	0.45
선진화	2598	1545	2	2	0.45
호…충북	2598	1545	2	2	0.45
에너지자립비율을	2598	1545	2	2	0.45
단체의	2598	1545	2	2	0.45
증진하기	2598	1545	2	2	0.45
경쟁력	2598	1545	2	2	0.45
자신의	2598	1545	2	2	0.45
선택권을	2598	1545	2	2	0.45
되려면	2598	1545	2	2	0.45
취임식’	2598	1545	2	2	0.45
취임식’에서	2598	1545	2	2	0.45
지원…위생	2598	1545	2	2	0.45
품질관리	2598	1545	2	2	0.45
자율협의회를	2598	1545	2	2	0.45
칩	2598	1545	2	2	0.45
자긍	2598	1545	2	2	0.45
힘을	2598	1545	2	2	0.45
자치행정위원회	2598	1545	2	2	0.45
자율방범대가	2598	1545	2	2	0.45
‘자율규제’	2598	1545	2	2	0.45
규약	2598	1545	2	2	0.45
참여로	2598	1545	2	2	0.45
솔루션	2598	1545	2	2	0.45
동맹국의	2598	1545	2	2	0.45
어디로	2598	1545	2	2	0.45
강화…자율신청→주요시스템	2598	1545	2	2	0.45
의무화	2598	1545	2	2	0.45
자율화에	2598	1545	2	2	0.45
정부와	2598	1545	2	2	0.45
맺었지만	2598	1545	2	2	0.45
지역자율방재단	2598	1545	2	2	0.45
의견을	2598	1545	2	2	0.45
자율준수프로그램	2598	1545	2	2	0.45
우수기업	2598	1545	2	2	0.45
‘다같이	2598	1545	2	2	0.45
자립적인	2598	1545	3	2	0.37
가능한	2598	1545	3	2	0.37
최초의	2598	1545	3	2	0.37
를	2598	1545	3	2	0.37
페스타	2598	1545	3	2	0.37
20	2598	1545	3	2	0.37
자립’	2598	1545	3	2	0.37
돕는	2598	1545	3	2	0.37
대상자	2598	1545	3	2	0.37
권리를	2598	1545	3	2	0.37
반도체	2598	1545	3	2	0.37
전근배	2598	1545	3	2	0.37
이후	2598	1545	2	1	0.32
내	2598	1545	2	1	0.32
넘어	2598	1545	2	1	0.32
역량	2598	1545	2	1	0.32
시스템	2598	1545	2	1	0.32
청년을	2598	1545	2	1	0.32
3	2598	1545	2	1	0.32
이하	2598	1545	2	1	0.32
있는	2598	1545	2	1	0.32
새로운	2598	1545	2	1	0.32
만원	2598	1545	2	1	0.32
실시하고	2598	1545	2	1	0.32
‘관계적	2598	1545	2	1	0.32
8	2598	1545	2	1	0.32
월에는	2598	1545	2	1	0.32
발굴을	2598	1545	2	1	0.32
전국	2598	1545	2	1	0.32
대상으로	2598	1545	2	1	0.32
탈시설과	2598	1545	2	1	0.32
생활의	2598	1545	2	1	0.32
된	2598	1545	2	1	0.32
실현하기	2598	1545	2	1	0.32
보호종료아동	2598	1545	2	1	0.32
구	2598	1545	2	1	0.32
위해	2598	1545	2	1	0.32
‘지속가능한	2598	1545	2	1	0.32
청년에게	2598	1545	2	1	0.32
설치	2598	1545	2	1	0.32
명의	2598	1545	2	1	0.32
법적	2598	1545	2	1	0.32
자립이라는	2598	1545	2	1	0.32
신청	2598	1545	2	1	0.32
중국이	2598	1545	1	1	0.23
자율주행차와	2598	1545	1	1	0.23
신약	2598	1545	1	1	0.23
있으며	2598	1545	1	1	0.23
미국	2598	1545	1	1	0.23
힘입어	2598	1545	1	1	0.23
시범	2598	1545	1	1	0.23
않지만	2598	1545	1	1	0.23
제약	2598	1545	1	1	0.23
사진	2598	1545	1	1	0.23
afp	2598	1545	1	1	0.23
가까이	2598	1545	1	1	0.23
자율주행차를	2598	1545	1	1	0.23
연구해온	2598	1545	1	1	0.23
로보택시가	2598	1545	1	1	0.23
최근	2598	1545	1	1	0.23
기업	2598	1545	1	1	0.23
▲자율학교‧특수목적고등학교	2598	1545	1	1	0.23
재생에너지자립도시에	2598	1545	1	1	0.23
산업시설지구	2598	1545	1	1	0.23
산업단지	2598	1545	1	1	0.23
재생에너지자립도시	2598	1545	1	1	0.23
만족도가	2598	1545	1	1	0.23
생활습관과	2598	1545	1	1	0.23
최대한	2598	1545	1	1	0.23
참여	2598	1545	1	1	0.23
보장하고	2598	1545	1	1	0.23
장애인이	2598	1545	1	1	0.23
나가며	2598	1545	1	1	0.23
존엄과	2598	1545	1	1	0.23
거주는	2598	1545	1	1	0.23
유지하고	2598	1545	1	1	0.23
자립성과	2598	1545	1	1	0.23
장애인자립생활대학에서	2598	1545	1	1	0.23
공부하였고	2598	1545	1	1	0.23
전자기기의	2598	1545	1	1	0.23
장기간	2598	1545	1	1	0.23
구동을	2598	1545	1	1	0.23
인터넷신문자율심의기구	2598	1545	1	1	0.23
스마트	2598	1545	1	1	0.23
위치한다	2598	1545	1	1	0.23
도로	2598	1545	1	1	0.23
주차	2598	1545	1	1	0.23
인프라	2598	1545	1	1	0.23
영역에서	2598	1545	1	1	0.23
야드	2598	1545	1	1	0.23
야적장	2598	1545	1	1	0.23
기능과	2598	1545	1	1	0.23
기능의	2598	1545	1	1	0.23
전기차의	2598	1545	1	1	0.23
아웃라이더는	2598	1545	1	1	0.23
서비스가	2598	1545	1	1	0.23
‘앞나눔즈	2598	1545	1	1	0.23
apnanums	2598	1545	1	1	0.23
’가	2598	1545	1	1	0.23
조는	2598	1545	1	1	0.23
청년	2598	1545	1	1	0.23
▲	2598	1545	1	1	0.23
ax	2598	1545	1	1	0.23
사이버융합보안	2598	1545	1	1	0.23
실증지원	2598	1545	1	1	0.23
▲산림에너지자립마을	2598	1545	1	1	0.23
노숙인들이	2598	1545	1	1	0.23
갖추고	2598	1545	1	1	0.23
자율제조	2598	1545	1	1	0.23
회계기준원이	2598	1545	1	1	0.23
처리	2598	1545	1	1	0.23
최초	2598	1545	1	1	0.23
자율중학교로	2598	1545	1	1	0.23
지정되면서	2598	1545	1	1	0.23
주어지자	2598	1545	1	1	0.23
사고	2598	1545	1	1	0.23
미래	2598	1545	1	1	0.23
단위	2598	1545	1	1	0.23
자율중학교로서	2598	1545	1	1	0.23
폭넓은	2598	1545	1	1	0.23
교육자율성을	2598	1545	1	1	0.23
강점입니다	2598	1545	1	1	0.23
자율동아리	2598	1545	1	1	0.23
국제문화	2598	1545	1	1	0.23
함께하며	2598	1545	1	1	0.23
이어가고	2598	1545	1	1	0.23
농촌형	2598	1545	1	1	0.23
‘자율성장문화학교’	2598	1545	1	1	0.23
배움터’	2598	1545	1	1	0.23
차량	2598	1545	1	1	0.23
시행	2598	1545	1	1	0.23
예매	2598	1545	1	1	0.23
△전좌석	2598	1545	1	1	0.23
시행을	2598	1545	1	1	0.23
다만	2598	1545	1	1	0.23
시행시	2598	1545	1	1	0.23
maied	2598	1545	1	1	0.23
맞는	2598	1545	1	1	0.23
학부모회	2598	1545	1	1	0.23
반영한	2598	1545	1	1	0.23
학교에서	2598	1545	1	1	0.23
빠르게	2598	1545	1	1	0.23
자립화됐다	2598	1545	1	1	0.23
일상생활	2598	1545	1	1	0.23
능력이	2598	1545	1	1	0.23
사회성과	2598	1545	1	1	0.23
자립능력	2598	1545	1	1	0.23
향상에	2598	1545	1	1	0.23
필요	2598	1545	1	1	0.23
국가운영의	2598	1545	1	1	0.23
심각하게	2598	1545	1	1	0.23
디지털토핑교육	2598	1545	1	1	0.23
성과나눔회’를	2598	1545	1	1	0.23
학교자율과제의	2598	1545	1	1	0.23
우수사례와	2598	1545	1	1	0.23
우수	2598	1545	1	1	0.23
전문성	2598	1545	1	1	0.23
학교의	2598	1545	1	1	0.23
존중받는	2598	1545	1	1	0.23
강화	2598	1545	1	1	0.23
내실화	2598	1545	1	1	0.23
협의회	2598	1545	1	1	0.23
석유화학	2598	1545	1	1	0.23
자율재편	2598	1545	1	1	0.23
시계제로	2598	1545	1	1	0.23
사업재편	2598	1545	1	1	0.23
‘시민	2598	1545	1	1	0.23
빗자루’	2598	1545	1	1	0.23
빗자루	2598	1545	1	1	0.23
자율활동은	2598	1545	1	1	0.23
공식적으로	2598	1545	1	1	0.23
포함한	2598	1545	1	1	0.23
설계	2598	1545	1	1	0.23
청년개발자신문	2598	1545	1	1	0.23
만든다…실전형	2598	1545	1	1	0.23
자율학습서	2598	1545	1	1	0.23
출간	2598	1545	1	1	0.23
구현하는	2598	1545	1	1	0.23
자율학습서로	2598	1545	1	1	0.23
‘	2598	1545	1	1	0.23
자율학습’	2598	1545	1	1	0.23
시리즈의	2598	1545	1	1	0.23
전좌석	2598	1545	1	1	0.23
자율좌석제가	2598	1545	1	1	0.23
자율좌석제를	2598	1545	1	1	0.23
있고	2598	1545	1	1	0.23
수백	2598	1545	1	1	0.23
기술자립도	2598	1545	1	1	0.23
자립도를	2598	1545	1	1	0.23
회장	2598	1545	1	1	0.23
가	2598	1545	1	1	0.23
통장자율회는	2598	1545	1	1	0.23
뉴서울아파트와	2598	1545	1	1	0.23
통장자율회에	2598	1545	1	1	0.23
감사드리고	2598	1545	1	1	0.23
‘학교자율과제	2598	1545	1	1	0.23
워크숍’을	2598	1545	1	1	0.23
학교자율과제를	2598	1545	1	1	0.23
논의한다	2598	1545	1	1	0.23
학년도	2598	1545	1	1	0.23
자율과제인	2598	1545	1	1	0.23
‘미래지향적	2598	1545	1	1	0.23
△	2598	1545	1	1	0.23
△학교자율역량진단	2598	1545	1	1	0.23
△차기년도	2598	1545	1	1	0.23
활용돼	2598	1545	1	1	0.23
실제	2598	1545	1	1	0.23
운영되며	2598	1545	1	1	0.23
일회성	2598	1545	1	1	0.23
논의가	2598	1545	1	1	0.23
창의성을	2598	1545	1	1	0.23
“자율과제	2598	1545	1	1	0.23
운영을	2598	1545	1	1	0.23
서서울농협으로부터	2598	1545	1	1	0.23
지난	2598	1545	1	1	0.23
대원들이	2598	1545	1	1	0.23
태서자율방범대장은	2598	1545	1	1	0.23
“대원들과	2598	1545	1	1	0.23
g	2598	1545	1	1	0.23
마켓	2598	1545	1	1	0.23
5000	2598	1545	1	1	0.23
프로그램	2598	1545	1	1	0.23
사업장	2598	1545	1	1	0.23
서면	2598	1545	1	1	0.23
을	2598	1545	1	1	0.23
사업장에서는	2598	1545	1	1	0.23
붙임	2598	1545	1	1	0.23
에	2598	1545	1	1	0.23
자율점검을	2598	1545	1	1	0.23
실시	2598	1545	1	1	0.23
신고번호	2598	1545	1	1	0.23
통합허가사업장은	2598	1545	1	1	0.23
제출에	2598	1545	1	1	0.23
Ⅰ업종	2598	1545	1	1	0.23
Ⅱ업종	2598	1545	1	1	0.23
Ⅲ업종	2598	1545	1	1	0.23
Ⅳ업종	2598	1545	1	1	0.23
사업에	2598	1545	1	1	0.23
자립멘토로	2598	1545	1	1	0.23
참여한	2598	1545	1	1	0.23
팽창했지만	2598	1545	1	1	0.23
시민참여는	2598	1545	1	1	0.23
자율을	2598	1545	1	1	0.23
모색해야	2598	1545	1	1	0.23
재정자율성은	2598	1545	1	1	0.23
완성되지	2598	1545	1	1	0.23
자치에서	2598	1545	1	1	0.23
자율의	2598	1545	1	1	0.23
자치로	2598	1545	1	1	0.23
초기	2598	1545	1	1	0.23
쓰도록	2598	1545	1	1	0.23
쓰였다	2598	1545	1	1	0.23
만들어낸	2598	1545	1	1	0.23
만원을	2598	1545	1	1	0.23
감수하고도	2598	1545	1	1	0.23
자율권을	2598	1545	1	1	0.23
열어둔	2598	1545	1	1	0.23
자립청년은	2598	1545	1	1	0.23
특화	2598	1545	1	1	0.23
이끌어	2598	1545	1	1	0.23
6954	2598	1545	1	1	0.23
2922	2598	1545	1	1	0.23
으로	2598	1545	1	1	0.23
추석맞이	2598	1545	1	1	0.23
입시에서도	2598	1545	1	1	0.23
올해부터	2598	1545	1	1	0.23
르포	2598	1545	1	1	0.23
온전한	2598	1545	1	1	0.23
‘자립준비청년’들에게도	2598	1545	1	1	0.23
공통적으로	2598	1545	1	1	0.23
사안이다	2598	1545	1	1	0.23
자립준비청년이란	2598	1545	1	1	0.23
겪는	2598	1545	1	1	0.23
환상적인	2598	1545	1	1	0.23
강점과	2598	1545	1	1	0.23
주장할	2598	1545	1	1	0.23
달성할	2598	1545	1	1	0.23
자립만	2598	1545	1	1	0.23
해도	2598	1545	1	1	0.23
비용과	2598	1545	1	1	0.23
취득한	2598	1545	1	1	0.23
현판식’을	2598	1545	1	1	0.23
취득’을	2598	1545	1	1	0.23
호	2598	1545	1	1	0.23
마을의	2598	1545	1	1	0.23
선정했고	2598	1545	1	1	0.23
만들기’이며	2598	1545	1	1	0.23
인증은	2598	1545	1	1	0.23
자립률에	2598	1545	1	1	0.23
높이고	2598	1545	1	1	0.23
마을	2598	1545	1	1	0.23
인증을	2598	1545	1	1	0.23
에너지자립마을이	2598	1545	1	1	0.23
곳이	2598	1545	1	1	0.23
자립마을	2598	1545	1	1	0.23
고도화를	2598	1545	1	1	0.23
o	2598	1545	1	1	0.23
배경	2598	1545	1	1	0.23
필요성	2598	1545	1	1	0.23
사후관리	2598	1545	1	1	0.23
이들은	2598	1545	1	1	0.23
격차	2598	1545	1	1	0.23
22	2598	1545	1	1	0.23
06	2598	1545	1	1	0.23
250904	2598	1545	1	1	0.23
농업테크노파크과	2598	1545	1	1	0.23
청년농업인생각을현실로	2598	1545	1	1	0.23
농림수산식품부는	2598	1545	1	1	0.23
우선	2598	1545	1	1	0.23
내실화를	2598	1545	1	1	0.23
타이틀을	2598	1545	1	1	0.23
운영하고	2598	1545	1	1	0.23
받은	2598	1545	1	1	0.23
선정	2598	1545	1	1	0.23
에너지자립비율에	2598	1545	1	1	0.23
높이는	2598	1545	1	1	0.23
제고하기	2598	1545	1	1	0.23
만들기”라면서	2598	1545	1	1	0.23
에너지자립마을을	2598	1545	1	1	0.23
발굴하는데	2598	1545	1	1	0.23
선정한	2598	1545	1	1	0.23
로봇	2598	1545	1	1	0.23
그중	2598	1545	1	1	0.23
이동	2598	1545	1	1	0.23
분야	2598	1545	1	1	0.23
달성을	2598	1545	1	1	0.23
국가	2598	1545	1	1	0.23
향해	2598	1545	1	1	0.23
美자율주행스타트업	2598	1545	1	1	0.23
베어로보틱스투자	2598	1545	1	1	0.23
“자율비행	2598	1545	1	1	0.23
기술력으로	2598	1545	1	1	0.23
축적한	2598	1545	1	1	0.23
인공지능	2598	1545	1	1	0.23
융합	2598	1545	1	1	0.23
드론의	2598	1545	1	1	0.23
기술과	2598	1545	1	1	0.23
커넥티비티	2598	1545	1	1	0.23
요소까지	2598	1545	1	1	0.23
선언해	2598	1545	1	1	0.23
–	2598	1545	1	1	0.23
격려식	2598	1545	1	1	0.23
자립적응도	2598	1545	1	1	0.23
파악	2598	1545	1	1	0.23
장학재단	2598	1545	1	1	0.23
선택할	2598	1545	1	1	0.23
‘자립	2598	1545	1	1	0.23
‘자립생활’이었다	2598	1545	1	1	0.23
한달	2598	1545	1	1	0.23
후에도	2598	1545	1	1	0.23
자립하고	2598	1545	1	1	0.23
자활할	2598	1545	1	1	0.23
당사자의	2598	1545	1	1	0.23
있다	2598	1545	1	1	0.23
보장을	2598	1545	1	1	0.23
차원에서	2598	1545	1	1	0.23
구성하기에	2598	1545	1	1	0.23
벗어난	2598	1545	1	1	0.23
이룬	2598	1545	1	1	0.23
개선과	2598	1545	1	1	0.23
이슈가	2598	1545	1	1	0.23
취임식’을	2598	1545	1	1	0.23
자율방재단원	2598	1545	1	1	0.23
지역자율방재단은	2598	1545	1	1	0.23
9	2598	1545	1	1	0.23
개	2598	1545	1	1	0.23
“대구시	2598	1545	1	1	0.23
자율방재단연합회를	2598	1545	1	1	0.23
앞으로	2598	1545	1	1	0.23
자율방재단을	2598	1545	1	1	0.23
잘	2598	1545	1	1	0.23
대구시	2598	1545	1	1	0.23
취임식	2598	1545	1	1	0.23
채권금융기관	2598	1545	1	1	0.23
소집했다고	2598	1545	1	1	0.23
hd	2598	1545	1	1	0.23
현대케미칼은	2598	1545	1	1	0.23
자율협의회의	2598	1545	1	1	0.23
실사	2598	1545	1	1	0.23
기업별	2598	1545	1	1	0.23
이자율	2598	1545	1	1	0.23
조정	2598	1545	1	1	0.23
또한	2598	1545	1	1	0.23
점검을	2598	1545	1	1	0.23
서약사인터넷신문위원회	2598	1545	1	1	0.23
준수서약사청소년보호정책	2598	1545	1	1	0.23
책임자	2598	1545	1	1	0.23
‘자립준비청년’	2598	1545	1	1	0.23
명	2598	1545	1	1	0.23
보고서	2598	1545	1	1	0.23
부산시보호아동자립지원전담기관	2598	1545	1	1	0.23
현장간담회	2598	1545	1	1	0.23
청년은	2598	1545	1	1	0.23
정부는	2598	1545	1	1	0.23
하며	2598	1545	1	1	0.23
전담인력의	2598	1545	1	1	0.23
‘자립준비청년	2598	1545	1	1	0.23
클지라도	2598	1545	1	1	0.23
자율주행과	2598	1545	1	1	0.23
위성	2598	1545	1	1	0.23
자율주행용	2598	1545	1	1	0.23
자재	2598	1545	1	1	0.23
뜻한다	2598	1545	1	1	0.23
선언	2598	1545	1	1	0.23
갖고	2598	1545	1	1	0.23
운영할	2598	1545	1	1	0.23
‘자율방범대	2598	1545	1	1	0.23
운영되던	2598	1545	1	1	0.23
동시에	2598	1545	1	1	0.23
자율방범대원이	2598	1545	1	1	0.23
용인시자율방범대	2598	1545	1	1	0.23
동부연합대원	2598	1545	1	1	0.23
제정으로	2598	1545	1	1	0.23
자율방범대의	2598	1545	1	1	0.23
파수꾼인	2598	1545	1	1	0.23
안정적으로	2598	1545	1	1	0.23
반영해	2598	1545	1	1	0.23
안심하고	2598	1545	1	1	0.23
내세워	2598	1545	1	1	0.23
이유	2598	1545	1	1	0.23
‘자율규제	2598	1545	1	1	0.23
규약’	2598	1545	1	1	0.23
‘민관협력	2598	1545	1	1	0.23
자율규제’	2598	1545	1	1	0.23
감경받았다	2598	1545	1	1	0.23
규약은	2598	1545	1	1	0.23
규약에	2598	1545	1	1	0.23
당시	2598	1545	1	1	0.23
쿠팡이	2598	1545	1	1	0.23
규약상	2598	1545	1	1	0.23
이행을	2598	1545	1	1	0.23
“민간	2598	1545	1	1	0.23
자율규제는	2598	1545	1	1	0.23
집	2598	1545	1	1	0.23
“자율규제	2598	1545	1	1	0.23
개인정보	2598	1545	1	1	0.23
시대…자립	2598	1545	1	1	0.23
핵심은	2598	1545	1	1	0.23
느린학습자	2598	1545	1	1	0.23
느린학습자들의	2598	1545	1	1	0.23
원격운전	2598	1545	1	1	0.23
종로구	2598	1545	1	1	0.23
부족	2598	1545	1	1	0.23
부족하고	2598	1545	1	1	0.23
기반이	2598	1545	1	1	0.23
이루고	2598	1545	1	1	0.23
자유	2598	1545	1	1	0.23
이런	2598	1545	1	1	0.23
자율성이나	2598	1545	1	1	0.23
자립해서	2598	1545	1	1	0.23
함께	2598	1545	1	1	0.23
창립	2598	1545	1	1	0.23
운동의	2598	1545	1	1	0.23
저는	2598	1545	1	1	0.23
장애인에게	2598	1545	1	1	0.23
크다고	2598	1545	1	1	0.23
운용	2598	1545	1	1	0.23
낮고	2598	1545	1	1	0.23
고려한	2598	1545	1	1	0.23
재정자립도가	2598	1545	1	1	0.23
상위권	2598	1545	1	1	0.23
재정자립도순위	2598	1545	1	1	0.23
김성대	2598	1545	1	1	0.23
자율화	2598	1545	1	1	0.23
자율화는	2598	1545	1	1	0.23
공감대	2598	1545	1	1	0.23
대해선	2598	1545	1	1	0.23
안	2598	1545	1	1	0.23
하자	2598	1545	1	1	0.23
자본자율화를	2598	1545	1	1	0.23
완전히	2598	1545	1	1	0.23
금융	2598	1545	1	1	0.23
송전설비	2598	1545	1	1	0.23
자동화를	2598	1545	1	1	0.23
확장할	2598	1545	1	1	0.23
통합한	2598	1545	1	1	0.23
제안된	2598	1545	1	1	0.23
기술은	2598	1545	1	1	0.23
연구인	2598	1545	1	1	0.23
생기부	2598	1545	1	1	0.23
설계에	2598	1545	1	1	0.23
자율방재단	2598	1545	1	1	0.23
의견	2598	1545	1	1	0.23
지역자율방재단의	2598	1545	1	1	0.23
현장	2598	1545	1	1	0.23
맡아온	2598	1545	1	1	0.23
자율방재단의	2598	1545	1	1	0.23
침수	2598	1545	1	1	0.23
자율방재단은	2598	1545	1	1	0.23
지역주민	2598	1545	1	1	0.23
우수업체	2598	1545	1	1	0.23
…자율준수	2598	1545	1	1	0.23
