token	corpus size	all contexts size	frequency	co-frequency	specificity
2016	38955	951	6	1	0.89
지급	38955	951	6	1	0.89
최소	38955	951	6	1	0.89
않으면	38955	951	6	1	0.89
전문가들은	38955	951	6	1	0.89
주우진	38955	951	6	1	0.89
만들고	38955	951	6	1	0.89
발달장애인	38955	951	6	1	0.89
일자리	38955	951	6	1	0.89
은	38955	951	30	2	0.89
장애인의	38955	951	31	2	0.87
전국	38955	951	32	2	0.85
가장	38955	951	32	2	0.85
성장과	38955	951	7	1	0.83
모델로	38955	951	7	1	0.83
대상은	38955	951	7	1	0.83
지자체	38955	951	7	1	0.83
확보에	38955	951	7	1	0.83
35	38955	951	7	1	0.83
못한	38955	951	7	1	0.83
개별	38955	951	7	1	0.83
적극적으로	38955	951	7	1	0.83
지금은	38955	951	7	1	0.83
필요가	38955	951	7	1	0.83
앞서	38955	951	7	1	0.83
청년이	38955	951	7	1	0.83
청년	38955	951	7	1	0.83
겪는	38955	951	7	1	0.83
공간	38955	951	7	1	0.83
보통	38955	951	7	1	0.83
관련된	38955	951	7	1	0.83
또한	38955	951	34	2	0.82
억원	38955	951	35	2	0.80
있습니다	38955	951	73	3	0.79
년	38955	951	166	5	0.79
아니라	38955	951	36	2	0.79
미래형	38955	951	8	1	0.78
차	38955	951	8	1	0.78
보면	38955	951	8	1	0.78
과정을	38955	951	8	1	0.78
이렇게	38955	951	8	1	0.78
02	38955	951	8	1	0.78
연락	38955	951	8	1	0.78
각종	38955	951	8	1	0.78
30	38955	951	37	2	0.78
기반	38955	951	38	2	0.76
밝혔다	38955	951	78	3	0.76
이후	38955	951	39	2	0.75
권리	38955	951	9	1	0.74
여부를	38955	951	9	1	0.74
받을	38955	951	9	1	0.74
해야	38955	951	9	1	0.74
도입	38955	951	9	1	0.74
매우	38955	951	9	1	0.74
역량을	38955	951	9	1	0.74
경험을	38955	951	9	1	0.74
시간이	38955	951	9	1	0.74
환경을	38955	951	9	1	0.74
자체	38955	951	9	1	0.74
외에도	38955	951	9	1	0.74
그리고	38955	951	40	2	0.74
있다	38955	951	194	4	0.73
이	38955	951	192	4	0.73
씨는	38955	951	10	1	0.71
기반의	38955	951	10	1	0.71
년부터	38955	951	10	1	0.71
다만	38955	951	10	1	0.71
정서적	38955	951	10	1	0.71
성인	38955	951	10	1	0.71
직업	38955	951	10	1	0.71
도움이	38955	951	10	1	0.71
2021	38955	951	10	1	0.71
어려움을	38955	951	10	1	0.71
되고	38955	951	10	1	0.71
도시	38955	951	11	1	0.68
13	38955	951	11	1	0.68
14	38955	951	11	1	0.68
보호종료	38955	951	11	1	0.68
본	38955	951	11	1	0.68
지난해	38955	951	11	1	0.68
모두	38955	951	11	1	0.68
지원에	38955	951	11	1	0.68
이상의	38955	951	11	1	0.68
1	38955	951	149	3	0.67
통해	38955	951	103	3	0.66
2025	38955	951	50	2	0.65
25	38955	951	12	1	0.65
wfm	38955	951	12	1	0.65
돕는	38955	951	12	1	0.65
이용	38955	951	12	1	0.65
2023	38955	951	12	1	0.65
개인	38955	951	12	1	0.65
관한	38955	951	12	1	0.65
200	38955	951	12	1	0.65
자립생활	38955	951	12	1	0.65
말했다	38955	951	52	2	0.64
인간	38955	951	13	1	0.63
없는	38955	951	13	1	0.63
지원은	38955	951	13	1	0.63
없이	38955	951	13	1	0.63
목표로	38955	951	13	1	0.63
종료	38955	951	13	1	0.63
최대	38955	951	13	1	0.63
대표	38955	951	13	1	0.63
그러나	38955	951	13	1	0.63
있다고	38955	951	13	1	0.63
예산	38955	951	13	1	0.63
일	38955	951	110	2	0.61
중요한	38955	951	14	1	0.61
첨단	38955	951	14	1	0.61
복지	38955	951	14	1	0.61
청소년	38955	951	14	1	0.61
아동	38955	951	14	1	0.61
문제가	38955	951	14	1	0.61
교육을	38955	951	14	1	0.61
경제	38955	951	14	1	0.61
자립	38955	951	62	2	0.59
이번	38955	951	63	2	0.59
시스템	38955	951	15	1	0.59
인프라	38955	951	15	1	0.59
도움을	38955	951	15	1	0.59
미래	38955	951	15	1	0.59
결국	38955	951	15	1	0.59
가운데	38955	951	15	1	0.59
기반을	38955	951	15	1	0.59
을	38955	951	65	2	0.58
는	38955	951	100	2	0.58
통한	38955	951	16	1	0.57
많은	38955	951	16	1	0.57
후	38955	951	16	1	0.57
자신의	38955	951	16	1	0.57
월	38955	951	86	2	0.56
함께	38955	951	78	2	0.56
있도록	38955	951	80	1	0.56
a	38955	951	17	1	0.55
예정이다	38955	951	17	1	0.55
시설을	38955	951	17	1	0.55
것을	38955	951	17	1	0.55
바로	38955	951	17	1	0.55
그는	38955	951	17	1	0.55
사람	38955	951	17	1	0.55
투자	38955	951	18	1	0.54
주는	38955	951	18	1	0.54
경제적	38955	951	18	1	0.54
있고	38955	951	18	1	0.54
한	38955	951	76	1	0.54
를	38955	951	75	1	0.53
과정에서	38955	951	19	1	0.53
최근	38955	951	19	1	0.53
국회	38955	951	20	1	0.52
자립지원	38955	951	20	1	0.52
우리	38955	951	20	1	0.52
4	38955	951	70	1	0.51
의	38955	951	70	1	0.51
더욱	38955	951	21	1	0.50
장애인이	38955	951	22	1	0.50
그래서	38955	951	22	1	0.50
정책	38955	951	22	1	0.50
사회	38955	951	23	1	0.49
0	38955	951	24	1	0.48
기술	38955	951	62	1	0.47
좋은	38955	951	25	1	0.47
10	38955	951	60	1	0.47
다른	38955	951	26	1	0.47
자율	38955	951	27	1	0.46
시설	38955	951	28	1	0.45
기자	38955	951	56	1	0.45
와	38955	951	29	1	0.45
대	38955	951	30	1	0.45
내	38955	951	31	1	0.44
하고	38955	951	31	1	0.44
실제	38955	951	32	1	0.44
세	38955	951	32	1	0.44
며	38955	951	49	1	0.44
하지만	38955	951	33	1	0.44
모든	38955	951	33	1	0.44
다양한	38955	951	48	1	0.44
한다	38955	951	48	1	0.44
개	38955	951	48	1	0.44
조	38955	951	48	1	0.44
높은	38955	951	34	1	0.43
따라	38955	951	35	1	0.43
이라고	38955	951	36	1	0.43
서비스	38955	951	36	1	0.43
핵심	38955	951	37	1	0.43
이런	38955	951	37	1	0.43
중	38955	951	38	1	0.43
것	38955	951	38	1	0.43
더	38955	951	43	1	0.43
특히	38955	951	39	1	0.43
시	38955	951	39	1	0.43
가	38955	951	41	1	0.43
20	38955	951	40	1	0.43
3	38955	951	91	1	-0.62
5	38955	951	91	1	-0.62
위해	38955	951	92	1	-0.63
고	38955	951	102	1	-0.69
수	38955	951	264	4	-0.94
및	38955	951	151	1	-1.04
