token	corpus size	all contexts size	frequency	co-frequency	specificity
gene	210622	4076	13	4	4.08
konusu	210622	4076	25	5	4.01
bütün	210622	4076	40	6	3.99
özerk	210622	4076	198	13	3.96
kendi	210622	4076	255	15	3.94
kapsar	210622	4076	14	4	3.94
tam	210622	4076	79	8	3.89
her	210622	4076	229	14	3.89
irak-kürt	210622	4076	6	3	3.86
tüzüğü	210622	4076	6	3	3.86
durumları	210622	4076	6	3	3.86
ifade	210622	4076	82	8	3.78
akademik	210622	4076	83	8	3.75
konusunda	210622	4076	63	7	3.73
yönetim	210622	4076	107	9	3.70
idare	210622	4076	16	4	3.70
gündeme	210622	4076	16	4	3.70
land	210622	4076	16	4	3.70
ters	210622	4076	7	3	3.63
anayasaya	210622	4076	7	3	3.63
cumhuriyetinin	210622	4076	7	3	3.63
projesinin	210622	4076	7	3	3.63
siyasal	210622	4076	30	5	3.63
sermaye	210622	4076	17	4	3.59
yönetimlere	210622	4076	17	4	3.59
onların	210622	4076	18	4	3.49
kamuoyuna	210622	4076	8	3	3.43
yerinden	210622	4076	8	3	3.43
gösteri	210622	4076	8	3	3.43
taleplerinin	210622	4076	8	3	3.43
gelerek	210622	4076	8	3	3.43
önem	210622	4076	33	5	3.43
kurları	210622	4076	2	2	3.43
parasal	210622	4076	2	2	3.43
felsefede	210622	4076	2	2	3.43
zorlanmamış	210622	4076	2	2	3.43
olabilmekte	210622	4076	2	2	3.43
odorheiu	210622	4076	2	2	3.43
adasına	210622	4076	2	2	3.43
eşi	210622	4076	2	2	3.43
değişiktir	210622	4076	2	2	3.43
söylemeye	210622	4076	2	2	3.43
yapabilmenin	210622	4076	2	2	3.43
bulunmadığı	210622	4076	2	2	3.43
ilişkiselliği	210622	4076	2	2	3.43
shitei	210622	4076	2	2	3.43
toshi	210622	4076	2	2	3.43
adanın	210622	4076	9	3	3.27
kavramının	210622	4076	9	3	3.27
daha	210622	4076	501	21	3.25
açıkça	210622	4076	21	4	3.22
eyalet	210622	4076	37	5	3.20
içinde	210622	4076	155	10	3.15
moldova	210622	4076	22	4	3.14
1981	210622	4076	10	3	3.12
hareket	210622	4076	104	8	3.11
politik	210622	4076	39	5	3.10
ilan	210622	4076	131	9	3.08
olarak	210622	4076	1138	37	3.06
ilgili	210622	4076	107	8	3.03
kültürel	210622	4076	41	5	3.00
bağımsız	210622	4076	135	9	3.00
ülkenin	210622	4076	84	7	2.99
döviz	210622	4076	11	3	2.99
aykırı	210622	4076	11	3	2.99
psikolojisinde	210622	4076	3	2	2.96
biyoetik	210622	4076	3	2	2.96
kapasitesidir	210622	4076	3	2	2.96
üniversitelerindeki	210622	4076	3	2	2.96
tanımlanmış	210622	4076	3	2	2.96
durumunun	210622	4076	3	2	2.96
ilkelerine	210622	4076	3	2	2.96
eşbaşkanı	210622	4076	3	2	2.96
galiçya'nın	210622	4076	3	2	2.96
kavramından	210622	4076	3	2	2.96
isteklerinin	210622	4076	3	2	2.96
görünümlü	210622	4076	3	2	2.96
fas'ın	210622	4076	3	2	2.96
ilhakını	210622	4076	3	2	2.96
sovyeti	210622	4076	3	2	2.96
gagavuzların	210622	4076	3	2	2.96
ilişkiselliğin	210622	4076	3	2	2.96
çocuğun	210622	4076	3	2	2.96
bazı	210622	4076	227	12	2.92
gagavuz	210622	4076	26	4	2.87
üniter	210622	4076	27	4	2.80
böylece	210622	4076	67	6	2.80
hukuki	210622	4076	13	3	2.77
talepleri	210622	4076	13	3	2.77
özerkliğin	210622	4076	28	4	2.75
taslak	210622	4076	14	3	2.67
nedir	210622	4076	14	3	2.67
1985	210622	4076	14	3	2.67
yönetiminin	210622	4076	14	3	2.67
şekilleri	210622	4076	4	2	2.67
organizasyonel	210622	4076	4	2	2.67
valileri	210622	4076	4	2	2.67
yasalarla	210622	4076	4	2	2.67
imzaya	210622	4076	4	2	2.67
savunulması	210622	4076	4	2	2.67
sekelistan	210622	4076	4	2	2.67
birine	210622	4076	4	2	2.67
romanya'nın	210622	4076	4	2	2.67
projelerini	210622	4076	4	2	2.67
sivas	210622	4076	4	2	2.67
hazırlanmış	210622	4076	4	2	2.67
kentler	210622	4076	4	2	2.67
devletlerden	210622	4076	4	2	2.67
verilmesine	210622	4076	4	2	2.67
ilişkisellik	210622	4076	4	2	2.67
1936	210622	4076	30	4	2.64
kamu	210622	4076	50	5	2.62
geçerli	210622	4076	15	3	2.58
geniş	210622	4076	75	6	2.56
etnik	210622	4076	79	6	2.46
durumdan	210622	4076	5	2	2.45
ahlaki	210622	4076	5	2	2.45
hiyerarşiyi	210622	4076	5	2	2.45
zıt	210622	4076	5	2	2.45
denge	210622	4076	5	2	2.45
modelinde	210622	4076	5	2	2.45
secuiesc	210622	4076	5	2	2.45
sundu	210622	4076	5	2	2.45
bünyesinde	210622	4076	5	2	2.45
konusunu	210622	4076	5	2	2.45
i̇talya'nın	210622	4076	5	2	2.45
şimdiye	210622	4076	5	2	2.45
şartını	210622	4076	5	2	2.45
bağımsızlık	210622	4076	55	5	2.45
bulunduğu	210622	4076	34	4	2.44
demokrasi	210622	4076	17	3	2.43
devletinin	210622	4076	17	3	2.43
reform	210622	4076	18	3	2.36
de	210622	4076	1113	33	2.32
olma	210622	4076	37	4	2.31
oluşturan	210622	4076	19	3	2.29
kısmi	210622	4076	6	2	2.28
yönetimsel	210622	4076	6	2	2.28
kazanması	210622	4076	6	2	2.28
kısaca	210622	4076	6	2	2.28
hakim	210622	4076	6	2	2.28
statüye	210622	4076	6	2	2.28
sağlayarak	210622	4076	6	2	2.28
bölgesinden	210622	4076	6	2	2.28
edilmeye	210622	4076	6	2	2.28
dağılma	210622	4076	6	2	2.28
boğdan	210622	4076	6	2	2.28
edildi	210622	4076	88	6	2.24
kurumsal	210622	4076	20	3	2.23
ama	210622	4076	64	5	2.19
hareketleri	210622	4076	21	3	2.17
hük	210622	4076	184	9	2.17
devletler	210622	4076	41	4	2.16
meti	210622	4076	65	5	2.16
kısıtlamalar	210622	4076	7	2	2.15
reddeden	210622	4076	7	2	2.15
hakkının	210622	4076	7	2	2.15
bulunabilir	210622	4076	7	2	2.15
partisinin	210622	4076	7	2	2.15
sözcük	210622	4076	7	2	2.15
yetkilerinin	210622	4076	7	2	2.15
olabileceği	210622	4076	7	2	2.15
statü	210622	4076	7	2	2.15
devletine	210622	4076	7	2	2.15
işgaline	210622	4076	7	2	2.15
içermektedir	210622	4076	7	2	2.15
yürütme	210622	4076	22	3	2.11
güneydoğu	210622	4076	22	3	2.11
anlamına	210622	4076	43	4	2.09
anlaşma	210622	4076	23	3	2.06
anlamda	210622	4076	23	3	2.06
bölge	210622	4076	127	7	2.06
hem	210622	4076	160	8	2.05
bilinçli	210622	4076	8	2	2.03
olmaması	210622	4076	8	2	2.03
gelmez	210622	4076	8	2	2.03
bütünlüğü	210622	4076	8	2	2.03
barışçıl	210622	4076	8	2	2.03
1931	210622	4076	8	2	2.03
türkiye’ye	210622	4076	8	2	2.03
benim	210622	4076	8	2	2.03
yerlere	210622	4076	8	2	2.03
özerk-ilişkisel	210622	4076	8	2	2.03
beraber	210622	4076	24	3	2.01
ağır	210622	4076	24	3	2.01
şu	210622	4076	46	4	2.00
serbest	210622	4076	47	4	1.97
resmi	210622	4076	74	5	1.95
etti	210622	4076	168	8	1.94
lehine	210622	4076	9	2	1.93
olmaktadır	210622	4076	9	2	1.93
bölümünün	210622	4076	9	2	1.93
liderliğindeki	210622	4076	9	2	1.93
haklarını	210622	4076	9	2	1.93
tehlikeli	210622	4076	9	2	1.93
antlaşması	210622	4076	75	5	1.92
araya	210622	4076	26	3	1.92
durumu	210622	4076	50	4	1.88
üniversite	210622	4076	51	4	1.85
zaman	210622	4076	109	6	1.85
olması	210622	4076	79	5	1.84
muhtariyet	210622	4076	10	2	1.84
hayatını	210622	4076	10	2	1.84
sağlayacak	210622	4076	10	2	1.84
bulunmayan	210622	4076	10	2	1.84
idaresi	210622	4076	10	2	1.84
oluşturma	210622	4076	10	2	1.84
uygulamaya	210622	4076	10	2	1.84
yok	210622	4076	28	3	1.84
veren	210622	4076	28	3	1.84
türkiye	210622	4076	326	12	1.84
kürtler	210622	4076	80	5	1.82
adına	210622	4076	29	3	1.80
yılında	210622	4076	334	12	1.78
açıktır	210622	4076	11	2	1.76
özgürce	210622	4076	11	2	1.76
ülkeden	210622	4076	11	2	1.76
my	210622	4076	11	2	1.76
otonomi	210622	4076	151	7	1.73
devletlerin	210622	4076	31	3	1.72
hakimken	210622	4076	1	1	1.71
dönemlerdeyse	210622	4076	1	1	1.71
küreselleşmeyle	210622	4076	1	1	1.71
azaltılması	210622	4076	1	1	1.71
savundukları	210622	4076	1	1	1.71
sağlayacaktır	210622	4076	1	1	1.71
sofulis'ti	210622	4076	1	1	1.71
ortf'yi	210622	4076	1	1	1.71
özelleştirmeden	210622	4076	1	1	1.71
rolünü	210622	4076	1	1	1.71
yumuşatmayı	210622	4076	1	1	1.71
pittsburgh	210622	4076	1	1	1.71
çözülebileceğine	210622	4076	1	1	1.71
ulusunun	210622	4076	1	1	1.71
kabulü	210622	4076	1	1	1.71
mücadelesine	210622	4076	1	1	1.71
kazanılmasının	210622	4076	1	1	1.71
şekillenmişse	210622	4076	1	1	1.71
uyezd	210622	4076	1	1	1.71
yapılardan	210622	4076	1	1	1.71
birebir	210622	4076	1	1	1.71
örtüşen	210622	4076	1	1	1.71
kadavranın	210622	4076	1	1	1.71
diriltilmesi	210622	4076	1	1	1.71
misyonlarını	210622	4076	1	1	1.71
getirebilmeleri	210622	4076	1	1	1.71
elzemdir	210622	4076	1	1	1.71
gerekirken	210622	4076	1	1	1.71
gerçektir	210622	4076	1	1	1.71
sayılmaz	210622	4076	1	1	1.71
karşılaştırıldığı	210622	4076	1	1	1.71
skorlama	210622	4076	1	1	1.71
puanlamaktadır	210622	4076	1	1	1.71
belçika-brüksel	210622	4076	1	1	1.71
mekanizmadır	210622	4076	1	1	1.71
bildirgesinde	210622	4076	1	1	1.71
koymakla	210622	4076	1	1	1.71
açmada	210622	4076	1	1	1.71
zedeleyen	210622	4076	1	1	1.71
fikriyatı	210622	4076	1	1	1.71
konuşarak	210622	4076	1	1	1.71
kanıtları	210622	4076	1	1	1.71
durmamızın	210622	4076	1	1	1.71
anlatıyor	210622	4076	1	1	1.71
ilkesiyle	210622	4076	1	1	1.71
manşet	210622	4076	1	1	1.71
cemil	210622	4076	1	1	1.71
şartnamesi	210622	4076	1	1	1.71
tbmm'de	210622	4076	1	1	1.71
şartnamesi'ne	210622	4076	1	1	1.71
çekinceleri	210622	4076	1	1	1.71
kaldırırsa	210622	4076	1	1	1.71
kayıkçı	210622	4076	1	1	1.71
anlatımını	210622	4076	1	1	1.71
tanımlıyoruz	210622	4076	1	1	1.71
pekiştirmeyi	210622	4076	1	1	1.71
amaçlıyor	210622	4076	1	1	1.71
neyi	210622	4076	1	1	1.71
öngörüyor	210622	4076	1	1	1.71
baskılardan	210622	4076	1	1	1.71
denetimlerden	210622	4076	1	1	1.71
dokunulmazlık	210622	4076	1	1	1.71
müddetçe	210622	4076	1	1	1.71
kalarak	210622	4076	1	1	1.71
hürlüğü	210622	4076	1	1	1.71
organlarının	210622	4076	1	1	1.71
yönetimle	210622	4076	1	1	1.71
tiptir	210622	4076	1	1	1.71
çerçevesiyle	210622	4076	1	1	1.71
kimlikleri	210622	4076	1	1	1.71
önemsenmeksizin	210622	4076	1	1	1.71
illerin	210622	4076	1	1	1.71
kararlarla	210622	4076	1	1	1.71
şartı'na	210622	4076	1	1	1.71
getirilmesinden	210622	4076	1	1	1.71
şartı'nı	210622	4076	1	1	1.71
senesinde	210622	4076	1	1	1.71
makamdan	210622	4076	1	1	1.71
serbestliğe	210622	4076	1	1	1.71
bölümüdür	210622	4076	1	1	1.71
alt-bölgesel	210622	4076	1	1	1.71
özerkliklere	210622	4076	1	1	1.71
inutul	210622	4076	1	1	1.71
secuiesc'te	210622	4076	1	1	1.71
karakteri	210622	4076	1	1	1.71
ucm'nin	210622	4076	1	1	1.71
sekelistan'a	210622	4076	1	1	1.71
verilmeden	210622	4076	1	1	1.71
olacağından	210622	4076	1	1	1.71
girişimini	210622	4076	1	1	1.71
zinciri	210622	4076	1	1	1.71
sekel'in	210622	4076	1	1	1.71
rgu	210622	4076	1	1	1.71
mure	210622	4076	1	1	1.71
argümanlardan	210622	4076	1	1	1.71
bölünmezdir	210622	4076	1	1	1.71
aykırıdır	210622	4076	1	1	1.71
constantinescu	210622	4076	1	1	1.71
diyaloğu	210622	4076	1	1	1.71
reddediyorum	210622	4076	1	1	1.71
iyimserdi	210622	4076	1	1	1.71
hükümler	210622	4076	1	1	1.71
yasası'nda	210622	4076	1	1	1.71
bayrağına	210622	4076	1	1	1.71
yasasına	210622	4076	1	1	1.71
land'daki	210622	4076	1	1	1.71
günüdür	210622	4076	1	1	1.71
gününün	210622	4076	1	1	1.71
yüzüncü	210622	4076	1	1	1.71
kutlanmıştır	210622	4076	1	1	1.71
olmadır	210622	4076	1	1	1.71
verebildiğini	210622	4076	1	1	1.71
benimsiyorsa	210622	4076	1	1	1.71
söylenmektedir	210622	4076	1	1	1.71
kullanılıyormuş	210622	4076	1	1	1.71
evrenselliği	210622	4076	1	1	1.71
tereddütler	210622	4076	1	1	1.71
aileden	210622	4076	1	1	1.71
kopma	210622	4076	1	1	1.71
bağımsızlaşma	210622	4076	1	1	1.71
gereksinimlerinin	210622	4076	1	1	1.71
giderilebileceğini	210622	4076	1	1	1.71
kuramlardan	210622	4076	1	1	1.71
mevzuatı	210622	4076	1	1	1.71
bölümlerin	210622	4076	1	1	1.71
paradigmadır	210622	4076	1	1	1.71
kavramlarına	210622	4076	1	1	1.71
değerlendirilen	210622	4076	1	1	1.71
üstlendikleri	210622	4076	1	1	1.71
yeterlilikleri	210622	4076	1	1	1.71
estatutos	210622	4076	1	1	1.71
organik	210622	4076	1	1	1.71
eşbaşkanlarına	210622	4076	1	1	1.71
mensur	210622	4076	1	1	1.71
el-selum	210622	4076	1	1	1.71
anlaşmasına	210622	4076	1	1	1.71
tüzüğüne	210622	4076	1	1	1.71
emsal	210622	4076	1	1	1.71
getirecekti	210622	4076	1	1	1.71
yararlanabilmek	210622	4076	1	1	1.71
çevirmeyi	210622	4076	1	1	1.71
seminario	210622	4076	1	1	1.71
estudos	210622	4076	1	1	1.71
galegos	210622	4076	1	1	1.71
semineri	210622	4076	1	1	1.71
dönüşmesi	210622	4076	1	1	1.71
kazanacaktı	210622	4076	1	1	1.71
limanından	210622	4076	1	1	1.71
vergisiz	210622	4076	1	1	1.71
kalabilmeyi	210622	4076	1	1	1.71
garantörü	210622	4076	1	1	1.71
murtazaoğlu	210622	4076	1	1	1.71
acaralıların	210622	4076	1	1	1.71
süjesi	210622	4076	1	1	1.71
bilig	210622	4076	1	1	1.71
denebilir	210622	4076	1	1	1.71
bayramı	210622	4076	1	1	1.71
kutlanmaktadır	210622	4076	1	1	1.71
etmekti	210622	4076	1	1	1.71
merkezciliğine	210622	4076	1	1	1.71
cumhuriyetçiler	210622	4076	1	1	1.71
franco'nun	210622	4076	1	1	1.71
uyanışı	210622	4076	1	1	1.71
referandumuyla	210622	4076	1	1	1.71
pujol'un	210622	4076	1	1	1.71
lüzum	210622	4076	1	1	1.71
görülmeyen	210622	4076	1	1	1.71
çorak	210622	4076	1	1	1.71
vladika	210622	4076	1	1	1.71
resmiyete	210622	4076	1	1	1.71
kavuşturmayı	210622	4076	1	1	1.71
vilayette	210622	4076	1	1	1.71
birleştirilmesini	210622	4076	1	1	1.71
arnavutçanın	210622	4076	1	1	1.71
alacakken	210622	4076	1	1	1.71
pekiştirirken	210622	4076	1	1	1.71
indirgemiştir	210622	4076	1	1	1.71
genişliğine	210622	4076	1	1	1.71
tartışmasına	210622	4076	1	1	1.71
federasyoncu	210622	4076	1	1	1.71
kesimler	210622	4076	1	1	1.71
ağız	210622	4076	1	1	1.71
şarkısı	210622	4076	1	1	1.71
gelmekte	210622	4076	1	1	1.71
türetilen	210622	4076	1	1	1.71
karşılıklar	210622	4076	1	1	1.71
sokulduğu	210622	4076	1	1	1.71
tanımlanırken	210622	4076	1	1	1.71
yürütebilen	210622	4076	1	1	1.71
eskilerin	210622	4076	1	1	1.71
deyimi	210622	4076	1	1	1.71
muhtariyeti	210622	4076	1	1	1.71
belgeleriyle	210622	4076	1	1	1.71
örgütlenmesi	210622	4076	1	1	1.71
serbestliğinin	210622	4076	1	1	1.71
statülerde	210622	4076	1	1	1.71
donatılmaları	210622	4076	1	1	1.71
elverişli	210622	4076	1	1	1.71
yapılanmaya	210622	4076	1	1	1.71
gidilmesi	210622	4076	1	1	1.71
uygulamalarının	210622	4076	1	1	1.71
sunma	210622	4076	1	1	1.71
konjonktürel	210622	4076	1	1	1.71
nedenlere	210622	4076	1	1	1.71
merkezlerin	210622	4076	1	1	1.71
taşeronlarının	210622	4076	1	1	1.71
isteğiymiş	210622	4076	1	1	1.71
doğruya	210622	4076	1	1	1.71
adımıdır	210622	4076	1	1	1.71
i̇mparatorluğunu	210622	4076	1	1	1.71
balkanizasyon	210622	4076	1	1	1.71
tasfiyesinde	210622	4076	1	1	1.71
istendiği	210622	4076	1	1	1.71
masallarıyla	210622	4076	1	1	1.71
uyutulmağa	210622	4076	1	1	1.71
çalışılmakta	210622	4076	1	1	1.71
şarkıları	210622	4076	1	1	1.71
niyetli	210622	4076	1	1	1.71
kesimlerin	210622	4076	1	1	1.71
örtbas	210622	4076	1	1	1.71
türkülerini	210622	4076	1	1	1.71
çabalara	210622	4076	1	1	1.71
olamamış	210622	4076	1	1	1.71
kapısını	210622	4076	1	1	1.71
gösterdikleri	210622	4076	1	1	1.71
ink	210622	4076	1	1	1.71
yapılanmasını	210622	4076	1	1	1.71
amaçladıkları	210622	4076	1	1	1.71
kongreler	210622	4076	1	1	1.71
toplamadan	210622	4076	1	1	1.71
oylamaları	210622	4076	1	1	1.71
onayları	210622	4076	1	1	1.71
masumiyet	210622	4076	1	1	1.71
görünümünün	210622	4076	1	1	1.71
koymuş	210622	4076	1	1	1.71
yatırılarak	210622	4076	1	1	1.71
yapılmadan	210622	4076	1	1	1.71
açıklığı	210622	4076	1	1	1.71
dayatmıştır	210622	4076	1	1	1.71
dayatılırken	210622	4076	1	1	1.71
çıkarılmakta	210622	4076	1	1	1.71
kazandırılmak	210622	4076	1	1	1.71
başkentler	210622	4076	1	1	1.71
koparmak	210622	4076	1	1	1.71
bütünleşebilmesi	210622	4076	1	1	1.71
açılmaları	210622	4076	1	1	1.71
sağlanmış	210622	4076	1	1	1.71
başkentlerin	210622	4076	1	1	1.71
by-pass	210622	4076	1	1	1.71
edilmesinde	210622	4076	1	1	1.71
kullanılmağa	210622	4076	1	1	1.71
istenmiş	210622	4076	1	1	1.71
devletçiklerin	210622	4076	1	1	1.71
zorlamaya	210622	4076	1	1	1.71
kopenhag	210622	4076	1	1	1.71
kriterlerinde	210622	4076	1	1	1.71
imzalamışlar	210622	4076	1	1	1.71
parlamentolarından	210622	4076	1	1	1.71
tanımadıkları	210622	4076	1	1	1.71
dayatmaları	210622	4076	1	1	1.71
samimiyetsizlik	210622	4076	1	1	1.71
niyet	210622	4076	1	1	1.71
düşünmedikleri	210622	4076	1	1	1.71
saymadıkları	210622	4076	1	1	1.71
incelendiğinde	210622	4076	1	1	1.71
belirle	210622	4076	1	1	1.71
aktarılmasıyla	210622	4076	1	1	1.71
mutlaklaştırılmak	210622	4076	1	1	1.71
danışılmadan	210622	4076	1	1	1.71
değiştirilemeyeceği	210622	4076	1	1	1.71
şartında	210622	4076	1	1	1.71
maddesidir	210622	4076	1	1	1.71
yaratılabileceği	210622	4076	1	1	1.71
yatırımlarının	210622	4076	1	1	1.71
aktarılabilmesi	210622	4076	1	1	1.71
çalışmalarının	210622	4076	1	1	1.71
sürülebilecektir	210622	4076	1	1	1.71
konan	210622	4076	1	1	1.71
hükümlerinden	210622	4076	1	1	1.71
şartına	210622	4076	1	1	1.71
vazgeçebilir	210622	4076	1	1	1.71
bakması	210622	4076	1	1	1.71
geçirilmesini	210622	4076	1	1	1.71
düşmanların	210622	4076	1	1	1.71
türkiye’den	210622	4076	1	1	1.71
beklemeleri	210622	4076	1	1	1.71
aldatmasın	210622	4076	1	1	1.71
masalları	210622	4076	1	1	1.71
uyutularak	210622	4076	1	1	1.71
umutlarına	210622	4076	1	1	1.71
kapılmasın	210622	4076	1	1	1.71
parçalanma	210622	4076	1	1	1.71
kesinleşmiştir	210622	4076	1	1	1.71
devletçiklerine	210622	4076	1	1	1.71
kaydırma	210622	4076	1	1	1.71
gelmeyeceği	210622	4076	1	1	1.71
korosunun	210622	4076	1	1	1.71
şarkılarına	210622	4076	1	1	1.71
ajandaları	210622	4076	1	1	1.71
yörel	210622	4076	1	1	1.71
vaadi	210622	4076	1	1	1.71
idaresinden	210622	4076	1	1	1.71
ermenileri	210622	4076	1	1	1.71
kurtarmış	210622	4076	1	1	1.71
olmalarının	210622	4076	1	1	1.71
vadedilen	210622	4076	1	1	1.71
gazetesine	210622	4076	1	1	1.71
önerilip	210622	4076	1	1	1.71
tartışılabiliyorsa	210622	4076	1	1	1.71
önerilebilmeli	210622	4076	1	1	1.71
tartışılabilmeli	210622	4076	1	1	1.71
sağduyunun	210622	4076	1	1	1.71
sınırlarından	210622	4076	1	1	1.71
anayasaları	210622	4076	1	1	1.71
prenslikleri	210622	4076	1	1	1.71
prensliğe	210622	4076	1	1	1.71
statünün	210622	4076	1	1	1.71
garantörlüğünü	210622	4076	1	1	1.71
üstleniyordu	210622	4076	1	1	1.71
eyaletten	210622	4076	1	1	1.71
prensliklerinden	210622	4076	1	1	1.71
açıklıkla	210622	4076	1	1	1.71
tartışılması	210622	4076	1	1	1.71
sahra'yı	210622	4076	1	1	1.71
tanımamakla	210622	4076	1	1	1.71
önleyecek	210622	4076	1	1	1.71
önerilerini	210622	4076	1	1	1.71
misiler	210622	4076	1	1	1.71
duyuru	210622	4076	1	1	1.71
yayınladılar	210622	4076	1	1	1.71
coğrafyaya	210622	4076	1	1	1.71
kurmadan	210622	4076	1	1	1.71
bedensel	210622	4076	1	1	1.71
slogandır	210622	4076	1	1	1.71
çatışmaydı	210622	4076	1	1	1.71
düşünmeye	210622	4076	1	1	1.71
yanlılarının	210622	4076	1	1	1.71
halkı'nın	210622	4076	1	1	1.71
temsilcilerinden	210622	4076	1	1	1.71
azınlıklardan	210622	4076	1	1	1.71
federalleştirilmesine	210622	4076	1	1	1.71
gagavuzlara	210622	4076	1	1	1.71
toplantısı	210622	4076	1	1	1.71
tanınmadı	210622	4076	1	1	1.71
değişimlerinin	210622	4076	1	1	1.71
boyutunu	210622	4076	1	1	1.71
kağıçıbaşı'na	210622	4076	1	1	1.71
açılarını	210622	4076	1	1	1.71
anlamada	210622	4076	1	1	1.71
zamandır	210622	4076	1	1	1.71
bağlılık	210622	4076	1	1	1.71
yetiştirirken	210622	4076	1	1	1.71
ebeveyn	210622	4076	1	1	1.71
katkısının	210622	4076	1	1	1.71
öneminin	210622	4076	1	1	1.71
azalarak	210622	4076	1	1	1.71
algılanışı	210622	4076	1	1	1.71
kalkmaktadır	210622	4076	1	1	1.71
seirei	210622	4076	1	1	1.71
kanunu'nun	210622	4076	1	1	1.71
paragrafına	210622	4076	1	1	1.71
kanunu'na	210622	4076	1	1	1.71
çökmesine	210622	4076	1	1	1.71
kazanmasına	210622	4076	1	1	1.71
veya	210622	4076	304	11	1.70
düzenlemeler	210622	4076	12	2	1.69
temelli	210622	4076	12	2	1.69
1993	210622	4076	12	2	1.69
zamanlarda	210622	4076	12	2	1.69
saddam	210622	4076	12	2	1.69
oluşturulan	210622	4076	12	2	1.69
darbe	210622	4076	12	2	1.69
cephesi	210622	4076	12	2	1.69
ortadan	210622	4076	32	3	1.69
1970	210622	4076	32	3	1.69
dil	210622	4076	88	5	1.68
fazla	210622	4076	121	6	1.67
artık	210622	4076	59	4	1.66
durumda	210622	4076	33	3	1.66
ülkeler	210622	4076	33	3	1.66
resmen	210622	4076	33	3	1.66
tartışma	210622	4076	13	2	1.63
personelin	210622	4076	13	2	1.63
finlandiya	210622	4076	13	2	1.63
aşağıdaki	210622	4076	13	2	1.63
ilişkili	210622	4076	13	2	1.63
seçimleri	210622	4076	13	2	1.63
sicilya	210622	4076	13	2	1.63
yolu	210622	4076	34	3	1.63
göre	210622	4076	356	12	1.62
alan	210622	4076	92	5	1.61
merkez	210622	4076	35	3	1.60
dolayısıyla	210622	4076	35	3	1.60
anayasa	210622	4076	35	3	1.60
bu	210622	4076	1670	40	1.57
yapısını	210622	4076	14	2	1.57
kaynakları	210622	4076	14	2	1.57
belge	210622	4076	14	2	1.57
eflak	210622	4076	14	2	1.57
gerekli	210622	4076	36	3	1.57
halkın	210622	4076	37	3	1.54
ortaya	210622	4076	207	8	1.53
sabit	210622	4076	15	2	1.52
i̇spanyolca	210622	4076	15	2	1.52
özellikleri	210622	4076	15	2	1.52
olacağı	210622	4076	15	2	1.52
sardinya	210622	4076	15	2	1.52
yasal	210622	4076	38	3	1.51
arasındaki	210622	4076	67	4	1.50
bölgesi	210622	4076	67	4	1.50
başka	210622	4076	68	4	1.49
gibi	210622	4076	469	14	1.48
sahip	210622	4076	175	7	1.47
partisi	210622	4076	69	4	1.47
doğrudan	210622	4076	69	4	1.47
sz	210622	4076	16	2	1.47
tanınmış	210622	4076	16	2	1.47
bölgelerin	210622	4076	16	2	1.47
bölgede	210622	4076	70	4	1.45
kontrolleri	210622	4076	2	1	1.42
yaron	210622	4076	2	1	1.42
vadeden	210622	4076	2	1	1.42
