token	corpus size	all contexts size	frequency	co-frequency	specificity
аптымізацыя	175444	1155	3	1	1.71
рэсурсаў	175444	1155	3	1	1.71
тэр	175444	1155	3	1	1.71
трактоўка	175444	1155	3	1	1.71
з'яву	175444	1155	3	1	1.71
браць	175444	1155	3	1	1.71
зрабіцца	175444	1155	3	1	1.71
аляксандру	175444	1155	3	1	1.71
мясцовымі	175444	1155	3	1	1.71
крыму	175444	1155	3	1	1.71
адміністрацыйнай	175444	1155	3	1	1.71
й	175444	1155	34	2	1.71
беларускаму	175444	1155	34	2	1.71
незалежнасць	175444	1155	34	2	1.71
розных	175444	1155	94	3	1.68
важна	175444	1155	36	2	1.66
азначае	175444	1155	36	2	1.66
гэта	175444	1155	811	10	1.61
тэрыторыям	175444	1155	4	1	1.59
заселеным	175444	1155	4	1	1.59
вызначаюцца	175444	1155	4	1	1.59
ўнутранае	175444	1155	4	1	1.59
самастойнасьць	175444	1155	4	1	1.59
энцыклапедыя	175444	1155	4	1	1.59
ўплывае	175444	1155	4	1	1.59
тэрытарыяльную	175444	1155	4	1	1.59
ўключаюць	175444	1155	4	1	1.59
выданьня	175444	1155	4	1	1.59
палесцінская	175444	1155	4	1	1.59
тыраж	175444	1155	4	1	1.59
найбольшы	175444	1155	4	1	1.59
прыбытак	175444	1155	4	1	1.59
ўтварэннямі	175444	1155	4	1	1.59
зарэгістраваная	175444	1155	4	1	1.59
ўвайшла	175444	1155	4	1	1.59
энергія	175444	1155	4	1	1.59
даступнасць	175444	1155	4	1	1.59
гл	175444	1155	4	1	1.59
маршруты	175444	1155	4	1	1.59
дарогі	175444	1155	4	1	1.59
малых	175444	1155	4	1	1.59
бліжэй	175444	1155	4	1	1.59
лютаўская	175444	1155	4	1	1.59
гродзенскай	175444	1155	4	1	1.59
паняцце	175444	1155	4	1	1.59
чагосьці	175444	1155	4	1	1.59
распаўсюджвалася	175444	1155	4	1	1.59
адпаведнасці	175444	1155	40	2	1.58
годзе	175444	1155	188	4	1.55
кіламетраў	175444	1155	43	2	1.53
нацыянальных	175444	1155	110	3	1.52
сабой	175444	1155	44	2	1.51
прыходу	175444	1155	5	1	1.49
удзельнікі	175444	1155	5	1	1.49
неслі	175444	1155	5	1	1.49
выкарыстоўваюць	175444	1155	5	1	1.49
пытаньнях	175444	1155	5	1	1.49
генадзь	175444	1155	5	1	1.49
грамадскай	175444	1155	5	1	1.49
ствараецца	175444	1155	5	1	1.49
бібліятэкі	175444	1155	5	1	1.49
фнк	175444	1155	5	1	1.49
как	175444	1155	5	1	1.49
напісаны	175444	1155	5	1	1.49
парлямэнце	175444	1155	5	1	1.49
каталёніі	175444	1155	5	1	1.49
газу	175444	1155	5	1	1.49
82	175444	1155	5	1	1.49
валодае	175444	1155	5	1	1.49
значэнні	175444	1155	5	1	1.49
непадзельнай	175444	1155	5	1	1.49
адсутнічае	175444	1155	5	1	1.49
233	175444	1155	5	1	1.49
81	175444	1155	5	1	1.49
французская	175444	1155	5	1	1.49
квт	175444	1155	117	3	1.46
баварыя	175444	1155	6	1	1.42
нейкая	175444	1155	6	1	1.42
кампактна	175444	1155	6	1	1.42
2011	175444	1155	6	1	1.42
фэдэрацыі	175444	1155	6	1	1.42
фармальна	175444	1155	6	1	1.42
напр	175444	1155	6	1	1.42
ўвага	175444	1155	6	1	1.42
113	175444	1155	6	1	1.42
478	175444	1155	6	1	1.42
у	175444	1155	3101	26	1.41
менш	175444	1155	50	2	1.41
правіць	175444	1155	51	2	1.40
мелі	175444	1155	52	2	1.38
напрыклад	175444	1155	53	2	1.37
інструмент	175444	1155	7	1	1.35
важны	175444	1155	7	1	1.35
разьвіцьцё	175444	1155	7	1	1.35
расейская	175444	1155	7	1	1.35
стварэньня	175444	1155	7	1	1.35
рэалізацыі	175444	1155	7	1	1.35
баскаў	175444	1155	7	1	1.35
дабро	175444	1155	7	1	1.35
патрэбамі	175444	1155	7	1	1.35
дадзена	175444	1155	7	1	1.35
аўт	175444	1155	7	1	1.35
сярэднім	175444	1155	7	1	1.35
гістарычны	175444	1155	7	1	1.35
тэрыторый	175444	1155	7	1	1.35
з'явіўся	175444	1155	7	1	1.35
краем	175444	1155	7	1	1.35
сцвярджае	175444	1155	7	1	1.35
бакоў	175444	1155	7	1	1.35
сучасным	175444	1155	7	1	1.35
56	175444	1155	7	1	1.35
нацыянальная	175444	1155	56	2	1.33
км	175444	1155	135	3	1.32
сам	175444	1155	57	2	1.32
можа	175444	1155	231	4	1.31
самастойна	175444	1155	8	1	1.30
унутранага	175444	1155	8	1	1.30
падставе	175444	1155	8	1	1.30
дабра	175444	1155	8	1	1.30
пэўная	175444	1155	8	1	1.30
створана	175444	1155	8	1	1.30
падыход	175444	1155	8	1	1.30
параўнальна	175444	1155	8	1	1.30
самакіраванне	175444	1155	8	1	1.30
публікацыі	175444	1155	8	1	1.30
віцебскай	175444	1155	8	1	1.30
мноства	175444	1155	8	1	1.30
проста	175444	1155	59	2	1.29
кюрасао	175444	1155	9	1	1.25
1996	175444	1155	9	1	1.25
прынята	175444	1155	9	1	1.25
47	175444	1155	9	1	1.25
імкнецца	175444	1155	9	1	1.25
назву	175444	1155	9	1	1.25
патэнцыял	175444	1155	9	1	1.25
этнас	175444	1155	9	1	1.25
гістарычным	175444	1155	9	1	1.25
вопыт	175444	1155	9	1	1.25
зямель	175444	1155	9	1	1.25
пытанне	175444	1155	65	2	1.23
палітычнай	175444	1155	65	2	1.23
гішпаніі	175444	1155	10	1	1.21
лічыліся	175444	1155	10	1	1.21
разумеюць	175444	1155	10	1	1.21
змагацца	175444	1155	10	1	1.21
ацаніць	175444	1155	10	1	1.21
якой-небудзь	175444	1155	10	1	1.21
нядаўна	175444	1155	10	1	1.21
магілёўскай	175444	1155	10	1	1.21
навуцы	175444	1155	10	1	1.21
electric	175444	1155	10	1	1.21
пытанні	175444	1155	69	2	1.19
суверэнітэт	175444	1155	11	1	1.17
афіцыйная	175444	1155	11	1	1.17
дзейнічаюць	175444	1155	11	1	1.17
нацыянальна-культурнай	175444	1155	11	1	1.17
дзяржаўнае	175444	1155	11	1	1.17
з'явы	175444	1155	11	1	1.17
уладзімір	175444	1155	11	1	1.17
менскай	175444	1155	11	1	1.17
ахвотна	175444	1155	12	1	1.13
чэрвені	175444	1155	12	1	1.13
косава	175444	1155	12	1	1.13
1999	175444	1155	12	1	1.13
месцы	175444	1155	12	1	1.13
з'яўленне	175444	1155	12	1	1.13
выкарыстоўваецца	175444	1155	12	1	1.13
большая	175444	1155	12	1	1.13
пачатку	175444	1155	76	2	1.12
такі	175444	1155	77	2	1.11
арганізацыю	175444	1155	13	1	1.10
складаецца	175444	1155	13	1	1.10
газэты	175444	1155	13	1	1.10
1922	175444	1155	13	1	1.10
існаваць	175444	1155	13	1	1.10
хаця	175444	1155	79	2	1.10
іншых	175444	1155	178	3	1.08
хуткасць	175444	1155	14	1	1.07
верасні	175444	1155	14	1	1.07
з'яўляліся	175444	1155	14	1	1.07
месяц	175444	1155	14	1	1.07
губерняў	175444	1155	14	1	1.07
улада	175444	1155	14	1	1.07
мець	175444	1155	83	2	1.06
2018	175444	1155	15	1	1.05
электрычнага	175444	1155	15	1	1.05
часцей	175444	1155	15	1	1.05
ведаць	175444	1155	15	1	1.05
зша	175444	1155	15	1	1.05
горада	175444	1155	15	1	1.05
павінна	175444	1155	88	2	1.03
сілезіі	175444	1155	16	1	1.02
самая	175444	1155	16	1	1.02
рабілі	175444	1155	16	1	1.02
якімі	175444	1155	16	1	1.02
дзяржаў	175444	1155	16	1	1.02
дэмакратычнай	175444	1155	16	1	1.02
адбылася	175444	1155	16	1	1.02
віленскай	175444	1155	16	1	1.02
цыкл	175444	1155	16	1	1.02
пяць	175444	1155	17	1	1.00
дапамагае	175444	1155	17	1	1.00
ведае	175444	1155	17	1	1.00
дадзены	175444	1155	17	1	1.00
рэвалюцыя	175444	1155	17	1	1.00
электрычны	175444	1155	17	1	1.00
не	175444	1155	2047	14	0.98
рф	175444	1155	18	1	0.98
а	175444	1155	768	7	0.97
той	175444	1155	209	3	0.96
бо	175444	1155	209	3	0.96
румыніі	175444	1155	19	1	0.95
палітычнае	175444	1155	19	1	0.95
стан	175444	1155	19	1	0.95
1939	175444	1155	20	1	0.93
стварэнні	175444	1155	20	1	0.93
акумулятара	175444	1155	20	1	0.93
выкарыстанне	175444	1155	20	1	0.93
рэспубліцы	175444	1155	20	1	0.93
пэўныя	175444	1155	20	1	0.93
ня	175444	1155	218	3	0.93
ёсць	175444	1155	105	2	0.92
статусу	175444	1155	21	1	0.92
расейскай	175444	1155	21	1	0.92
якіх-небудзь	175444	1155	21	1	0.92
княства	175444	1155	21	1	0.92
паводле	175444	1155	112	2	0.89
ж	175444	1155	234	3	0.88
незалежнасьць	175444	1155	23	1	0.88
думаю	175444	1155	23	1	0.88
прыклад	175444	1155	23	1	0.88
паспалітай	175444	1155	23	1	0.88
kona	175444	1155	23	1	0.88
ад	175444	1155	693	6	0.88
70	175444	1155	24	1	0.87
аднак	175444	1155	117	2	0.86
аўтаномія	175444	1155	118	2	0.86
будзе	175444	1155	245	3	0.85
зыходнік	175444	1155	25	1	0.85
адукацыя	175444	1155	25	1	0.85
нас	175444	1155	120	2	0.85
якія	175444	1155	397	4	0.84
свае	175444	1155	122	2	0.84
рашэнне	175444	1155	26	1	0.84
лёсік	175444	1155	26	1	0.84
пытаннях	175444	1155	26	1	0.84
федэратыўнай	175444	1155	26	1	0.84
францыі	175444	1155	26	1	0.84
поўным	175444	1155	26	1	0.84
таксама	175444	1155	254	3	0.83
больш	175444	1155	409	4	0.83
жыве	175444	1155	27	1	0.82
літоўскага	175444	1155	27	1	0.82
мае	175444	1155	126	2	0.82
артыкул	175444	1155	28	1	0.81
незалежнасьці	175444	1155	28	1	0.81
шэраг	175444	1155	29	1	0.80
26	175444	1155	29	1	0.80
палітычным	175444	1155	29	1	0.80
справядліва	175444	1155	29	1	0.80
свеце	175444	1155	29	1	0.80
магутнасць	175444	1155	29	1	0.80
для	175444	1155	869	6	0.79
хоча	175444	1155	30	1	0.79
рэчы	175444	1155	30	1	0.79
вобласці	175444	1155	31	1	0.78
канстытуцыі	175444	1155	31	1	0.78
інш	175444	1155	31	1	0.78
такую	175444	1155	31	1	0.78
зусім	175444	1155	139	2	0.77
яна	175444	1155	287	3	0.77
ўласнай	175444	1155	32	1	0.77
горадзе	175444	1155	32	1	0.77
вялікага	175444	1155	32	1	0.77
калі	175444	1155	472	4	0.76
яго	175444	1155	716	5	0.76
менск	175444	1155	33	1	0.75
язэп	175444	1155	33	1	0.75
поўнай	175444	1155	33	1	0.75
другога	175444	1155	33	1	0.75
этнічнай	175444	1155	34	1	0.74
галоўным	175444	1155	35	1	0.73
к	175444	1155	36	1	0.73
г	175444	1155	687	4	0.72
сама	175444	1155	37	1	0.72
2020	175444	1155	37	1	0.72
аўтар	175444	1155	37	1	0.72
ссср	175444	1155	37	1	0.72
a	175444	1155	37	1	0.72
толькі	175444	1155	549	4	0.72
беларускай	175444	1155	571	4	0.71
13	175444	1155	38	1	0.71
краіне	175444	1155	38	1	0.71
палітычных	175444	1155	38	1	0.71
даводзілася	175444	1155	38	1	0.71
сіл	175444	1155	39	1	0.70
гісторыя	175444	1155	39	1	0.70
wltp	175444	1155	39	1	0.70
аднаго	175444	1155	40	1	0.69
волі	175444	1155	41	1	0.68
сваёй	175444	1155	175	2	0.68
нават	175444	1155	176	2	0.67
16	175444	1155	43	1	0.67
чым	175444	1155	179	2	0.67
дзяржава	175444	1155	44	1	0.66
кіравання	175444	1155	45	1	0.65
але	175444	1155	482	3	0.65
каб	175444	1155	447	3	0.65
справе	175444	1155	46	1	0.65
значна	175444	1155	46	1	0.65
прычым	175444	1155	48	1	0.64
1917	175444	1155	198	2	0.63
18	175444	1155	50	1	0.62
першага	175444	1155	50	1	0.62
якая	175444	1155	209	2	0.62
ўсё	175444	1155	210	2	0.62
выпадку	175444	1155	52	1	0.61
гэтага	175444	1155	216	2	0.61
яны	175444	1155	408	2	0.61
ні	175444	1155	219	2	0.61
арганізацый	175444	1155	53	1	0.61
справы	175444	1155	54	1	0.60
дазваляе	175444	1155	54	1	0.60
батарэі	175444	1155	55	1	0.60
кожны	175444	1155	58	1	0.58
так	175444	1155	362	2	0.58
газета	175444	1155	59	1	0.58
аб	175444	1155	294	2	0.57
час	175444	1155	306	2	0.57
склад	175444	1155	63	1	0.56
мы	175444	1155	296	1	0.56
ўсяго	175444	1155	64	1	0.56
таго	175444	1155	295	1	0.56
сабе	175444	1155	66	1	0.55
вельмі	175444	1155	285	1	0.54
маглі	175444	1155	68	1	0.54
тым	175444	1155	283	1	0.54
ст	175444	1155	69	1	0.54
складзе	175444	1155	71	1	0.53
яно	175444	1155	72	1	0.53
яшчэ	175444	1155	272	1	0.52
арганізацыі	175444	1155	77	1	0.51
якім	175444	1155	77	1	0.51
стала	175444	1155	78	1	0.51
пры	175444	1155	260	1	0.51
права	175444	1155	79	1	0.51
беларусь	175444	1155	258	1	0.51
нацыянальнай	175444	1155	253	1	0.50
самым	175444	1155	83	1	0.50
хоць	175444	1155	84	1	0.50
расійскай	175444	1155	84	1	0.50
быў	175444	1155	246	1	0.49
якое	175444	1155	87	1	0.49
тады	175444	1155	89	1	0.48
я	175444	1155	225	1	0.47
з'яўляецца	175444	1155	99	1	0.47
в	175444	1155	100	1	0.47
народу	175444	1155	100	1	0.47
гэтым	175444	1155	208	1	0.46
разам	175444	1155	107	1	0.46
яму	175444	1155	109	1	0.45
беларускі	175444	1155	202	1	0.45
ім	175444	1155	201	1	0.45
дзяржавы	175444	1155	111	1	0.45
дзеля	175444	1155	111	1	0.45
беларусы	175444	1155	115	1	0.45
гадоў	175444	1155	118	1	0.45
трэба	175444	1155	190	1	0.44
чынам	175444	1155	128	1	0.44
4	175444	1155	130	1	0.44
1	175444	1155	175	1	0.44
пасля	175444	1155	174	1	0.44
такім	175444	1155	131	1	0.44
аўтаноміі	175444	1155	173	1	0.44
такой	175444	1155	132	1	0.44
быць	175444	1155	168	1	0.44
3	175444	1155	136	1	0.44
усе	175444	1155	137	1	0.43
года	175444	1155	166	1	0.43
2	175444	1155	166	1	0.43
цяпер	175444	1155	142	1	0.43
тое	175444	1155	145	1	0.43
або	175444	1155	157	1	0.43
тых	175444	1155	154	1	0.43
беларуская	175444	1155	152	1	0.43
было	175444	1155	372	1	-0.68
пра	175444	1155	380	1	-0.69
за	175444	1155	781	3	-0.88
іх	175444	1155	649	2	-0.90
яе	175444	1155	591	1	-1.10
па	175444	1155	623	1	-1.17
да	175444	1155	1340	5	-1.19
і	175444	1155	5745	34	-1.25
з	175444	1155	2588	12	-1.31
на	175444	1155	2946	11	-1.88
